id,brthcan,prv,region,marstat
10607,1,24,2,3
10608,2,48,4,1
10609,1,35,3,1
10610,1,46,4,1
10611,1,48,4,1
10612,1,10,1,1
10613,1,35,3,2
10614,2,48,4,1
10615,1,13,1,1
10616,2,35,3,1
10617,1,35,3,1
10618,1,12,1,1
10619,1,35,3,1
10620,1,13,1,6
10621,1,10,1,1
10622,1,59,5,1
10623,2,35,3,6
10624,1,13,1,3
10625,1,24,2,2
10626,1,46,4,6
10627,2,35,3,3
10628,1,12,1,6
10629,2,24,2,1
10630,1,35,3,5
10631,1,59,5,6
10632,1,59,5,1
10633,1,59,5,1
10634,1,10,1,2
10635,1,12,1,3
10636,1,24,2,2
10637,1,24,2,3
10638,1,13,1,1
10639,1,13,1,3
10640,1,24,2,3
10641,1,35,3,1
10642,2,35,3,1
10643,1,24,2,1
10644,1,12,1,1
10645,2,35,3,5
10646,1,12,1,2
10647,2,46,4,5
10648,1,35,3,1
10649,1,13,1,6
10650,2,35,3,1
10651,2,35,3,1
10652,1,13,1,5
10653,1,24,2,1
10654,1,24,2,2
10655,1,35,3,5
10656,2,35,3,1
10657,2,24,2,1
10658,1,47,4,2
10659,1,47,4,1
10660,2,10,1,6
10661,1,10,1,6
10662,2,59,5,4
10663,1,35,3,1
10664,1,24,2,1
10665,1,24,2,2
10666,1,24,2,1
10667,1,13,1,2
10668,2,46,4,1
10669,1,12,1,1
10670,1,35,3,2
10671,1,35,3,6
10672,1,12,1,6
10673,1,24,2,6
10674,1,35,3,6
10675,1,24,2,2
10676,2,35,3,3
10677,1,13,1,3
10678,2,46,4,1
10679,1,35,3,1
10680,1,24,2,3
10681,1,24,2,6
10682,1,11,1,2
10683,1,24,2,1
10684,1,13,1,6
10685,1,12,1,1
10686,1,10,1,1
10687,1,59,5,6
10688,1,10,1,1
10689,1,46,4,1
10690,1,13,1,1
10691,2,24,2,1
10692,1,35,3,6
10693,1,35,3,2
10694,2,35,3,6
10695,1,47,4,1
10696,1,59,5,2
10697,2,59,5,6
10698,1,24,2,6
10699,1,10,1,1
10700,1,24,2,3
10701,1,48,4,1
10702,1,35,3,6
10703,1,12,1,1
10704,1,13,1,1
10705,1,11,1,1
10706,1,35,3,6
10707,1,59,5,5
10708,1,35,3,1
10709,1,48,4,6
10710,1,59,5,3
10711,2,35,3,3
10712,1,35,3,6
10713,1,35,3,2
10714,1,35,3,3
10715,2,35,3,1
10716,2,35,3,5
10717,1,10,1,4
10718,1,35,3,6
10719,1,35,3,1
10720,1,35,3,6
10721,1,46,4,1
10722,1,35,3,5
10723,2,48,4,1
10724,1,13,1,2
10725,1,12,1,3
10726,1,12,1,6
10727,1,35,3,6
10728,1,47,4,1
10729,1,47,4,3
10730,1,12,1,1
10731,1,47,4,6
10732,1,24,2,6
10733,2,24,2,1
10734,1,10,1,1
10735,2,46,4,6
10736,1,35,3,6
10737,2,47,4,6
10738,1,24,2,5
10739,2,48,4,1
10740,1,10,1,6
10741,1,48,4,6
10742,1,59,5,5
10743,1,35,3,1
10744,1,35,3,6
10745,7,46,4,1
10746,1,48,4,1
10747,1,13,1,3
10748,1,47,4,5
10749,1,10,1,1
10750,1,46,4,5
10751,2,35,3,3
10752,1,10,1,1
10753,1,35,3,3
10754,2,35,3,1
10755,2,35,3,3
10756,1,59,5,1
10757,1,10,1,1
10758,1,35,3,1
10759,1,35,3,5
10760,1,24,2,6
10761,2,35,3,5
10762,1,35,3,4
10763,1,10,1,1
10764,1,24,2,6
10765,1,24,2,5
10766,2,35,3,6
10767,1,59,5,5
10768,1,47,4,6
10769,2,35,3,1
10770,1,24,2,6
10771,1,46,4,3
10772,1,12,1,1
10773,1,35,3,1
10774,2,24,2,1
10775,1,59,5,1
10776,1,35,3,1
10777,1,10,1,1
10778,1,24,2,5
10779,2,35,3,5
10780,1,47,4,6
10781,1,11,1,6
10782,2,35,3,1
10783,2,35,3,3
10784,2,46,4,1
10785,1,48,4,5
10786,1,24,2,6
10787,1,35,3,6
10788,1,35,3,1
10789,1,59,5,6
10790,1,24,2,1
10791,2,47,4,6
10792,1,24,2,2
10793,1,24,2,1
10794,2,24,2,6
10795,1,10,1,1
10796,2,35,3,1
10797,1,47,4,1
10798,1,35,3,5
10799,1,48,4,1
10800,1,35,3,6
10801,1,48,4,6
10802,2,59,5,1
10803,1,24,2,1
10804,1,24,2,6
10805,2,35,3,1
10806,1,13,1,1
10807,2,59,5,1
10808,1,35,3,3
10809,1,47,4,6
10810,1,13,1,2
10811,1,12,1,6
10812,1,24,2,1
10813,2,24,2,6
10814,1,12,1,1
10815,1,10,1,1
10816,1,35,3,4
10817,1,35,3,1
10818,1,35,3,3
10819,1,46,4,2
10820,1,47,4,2
10821,1,59,5,2
10822,1,59,5,2
10823,1,35,3,1
10824,2,59,5,6
10825,1,46,4,1
10826,1,24,2,1
10827,1,59,5,1
10828,1,24,2,6
10829,1,35,3,1
10830,1,35,3,6
10831,1,24,2,6
10832,1,10,1,1
10833,2,24,2,1
10834,1,47,4,1
10835,1,48,4,6
10836,1,47,4,1
10837,1,24,2,1
10838,1,24,2,2
10839,1,47,4,6
10840,1,59,5,3
10841,1,35,3,1
10842,1,48,4,5
10843,2,35,3,1
10844,1,35,3,6
10845,2,35,3,1
10846,1,24,2,1
10847,1,46,4,3
10848,1,24,2,6
10849,1,35,3,1
10850,1,35,3,1
10851,1,24,2,1
10852,1,35,3,2
10853,1,24,2,2
10854,2,13,1,5
10855,1,35,3,5
10856,1,35,3,6
10857,1,24,2,1
10858,1,59,5,6
10859,2,59,5,4
10860,2,35,3,1
10861,1,24,2,1
10862,1,59,5,6
10863,1,24,2,2
10864,1,59,5,1
10865,1,12,1,1
10866,1,24,2,1
10867,1,47,4,2
10868,2,35,3,5
10869,1,35,3,4
10870,1,10,1,1
10871,1,24,2,1
10872,1,47,4,6
10873,1,35,3,1
10874,2,48,4,1
10875,2,35,3,1
10876,2,46,4,5
10877,1,12,1,1
10878,1,12,1,1
10879,1,24,2,1
10880,1,13,1,6
10881,1,59,5,1
10882,1,35,3,6
10883,1,24,2,1
10884,1,59,5,1
10885,1,59,5,1
10886,1,48,4,1
10887,2,59,5,3
10888,1,24,2,6
10889,1,59,5,1
10890,1,35,3,1
10891,1,24,2,1
10892,1,48,4,1
10893,1,24,2,2
10894,1,10,1,1
10895,1,12,1,3
10896,1,35,3,6
10897,2,35,3,1
10898,1,13,1,1
10899,2,59,5,3
10900,1,48,4,6
10901,1,59,5,2
10902,1,12,1,3
10903,2,35,3,1
10904,1,59,5,1
10905,2,48,4,1
10906,1,48,4,1
10907,1,35,3,1
10908,1,24,2,2
10909,1,35,3,2
10910,1,47,4,6
10911,1,46,4,1
10912,2,12,1,6
10913,1,48,4,1
10914,2,59,5,6
10915,1,35,3,6
10916,1,10,1,1
10917,1,13,1,1
10918,1,24,2,6
10919,1,24,2,2
10920,2,59,5,2
10921,2,46,4,3
10922,1,11,1,1
10923,1,10,1,2
10924,1,24,2,2
10925,1,13,1,3
10926,1,35,3,1
10927,1,12,1,1
10928,1,24,2,2
10929,1,24,2,6
10930,1,13,1,1
10931,2,35,3,3
10932,1,10,1,6
10933,1,35,3,1
10934,1,48,4,2
10935,1,13,1,1
10936,1,59,5,6
10937,1,10,1,1
10938,1,12,1,5
10939,1,35,3,5
10940,1,35,3,1
10941,1,24,2,2
10942,1,24,2,6
10943,1,35,3,5
10944,1,24,2,2
10945,1,35,3,6
10946,1,24,2,1
10947,1,24,2,6
10948,1,35,3,1
10949,1,24,2,2
10950,2,24,2,6
10951,1,24,2,1
10952,2,59,5,1
10953,1,35,3,6
10954,1,46,4,3
10955,1,48,4,1
10956,1,24,2,1
10957,2,35,3,1
10958,1,24,2,5
10959,1,24,2,5
10960,2,35,3,1
10961,1,35,3,1
10962,2,46,4,6
10963,1,48,4,5
10964,1,35,3,3
10965,2,47,4,1
10966,1,10,1,1
10967,1,59,5,1
10968,1,35,3,3
10969,1,35,3,6
10970,1,59,5,1
10971,1,46,4,3
10972,1,46,4,1
10973,1,59,5,5
10974,1,59,5,6
10975,1,35,3,6
10976,1,59,5,6
10977,1,59,5,1
10978,1,24,2,1
10979,2,48,4,4
10980,2,48,4,2
10981,2,35,3,1
10982,2,35,3,1
10983,1,13,1,1
10984,2,35,3,4
10985,1,47,4,1
10986,1,59,5,1
10987,1,48,4,1
10988,1,24,2,1
10989,2,35,3,1
10990,2,59,5,5
10991,1,48,4,2
10992,1,13,1,6
10993,1,47,4,6
10994,1,13,1,6
10995,1,11,1,1
10996,1,24,2,1
10997,1,10,1,1
10998,1,35,3,3
10999,1,48,4,5
11000,2,46,4,1
11001,2,35,3,1
11002,1,59,5,1
11003,1,12,1,1
11004,1,13,1,2
11005,1,24,2,6
11006,1,35,3,1
11007,2,35,3,1
11008,2,59,5,1
11009,1,59,5,2
11010,2,35,3,1
11011,1,13,1,6
11012,1,46,4,5
11013,1,24,2,5
11014,1,46,4,1
11015,1,10,1,1
11016,1,48,4,5
11017,2,35,3,6
11018,1,12,1,6
11019,1,48,4,6
11020,1,35,3,1
11021,1,13,1,3
11022,1,59,5,5
11023,1,24,2,1
11024,1,59,5,4
11025,1,48,4,3
11026,1,59,5,1
11027,1,13,1,2
11028,1,24,2,3
11029,1,24,2,2
11030,1,35,3,3
11031,8,46,4,1
11032,2,59,5,1
11033,1,24,2,6
11034,1,35,3,5
11035,1,59,5,1
11036,1,13,1,1
11037,1,48,4,6
11038,2,46,4,1
11039,1,46,4,1
11040,1,59,5,6
11041,2,35,3,1
11042,1,13,1,1
11043,1,24,2,6
11044,1,35,3,3
11045,2,59,5,6
11046,2,59,5,6
11047,1,59,5,6
11048,2,35,3,3
11049,1,13,1,2
11050,2,59,5,1
11051,1,59,5,1
11052,1,35,3,1
11053,1,47,4,1
11054,2,35,3,2
11055,1,24,2,2
11056,1,35,3,1
11057,2,59,5,2
11058,1,24,2,6
11059,1,48,4,2
11060,1,35,3,6
11061,1,10,1,1
11062,1,35,3,4
11063,1,13,1,2
11064,1,24,2,1
11065,1,12,1,1
11066,1,13,1,1
11067,1,35,3,4
11068,1,24,2,6
11069,2,35,3,6
11070,1,48,4,6
11071,2,35,3,1
11072,1,35,3,3
11073,1,48,4,1
11074,1,11,1,6
11075,1,35,3,6
11076,2,24,2,5
11077,1,11,1,6
11078,1,35,3,1
11079,1,46,4,1
11080,1,24,2,1
11081,1,47,4,2
11082,1,47,4,4
11083,1,24,2,2
11084,2,48,4,1
11085,1,12,1,6
11086,1,47,4,1
11087,1,24,2,1
11088,1,59,5,1
11089,1,12,1,3
11090,1,46,4,6
11091,1,59,5,2
11092,1,46,4,3
11093,2,35,3,1
11094,2,35,3,2
11095,1,35,3,1
11096,1,47,4,5
11097,2,46,4,1
11098,1,13,1,5
11099,2,59,5,1
11100,1,59,5,1
11101,1,59,5,1
11102,2,35,3,1
11103,2,48,4,6
11104,1,11,1,1
11105,1,48,4,6
11106,1,47,4,6
11107,2,35,3,5
11108,1,35,3,5
11109,2,35,3,5
11110,1,59,5,6
11111,1,47,4,1
11112,1,35,3,4
11113,1,35,3,1
11114,1,13,1,3
11115,1,47,4,1
11116,1,59,5,6
11117,1,24,2,6
11118,2,48,4,6
11119,2,35,3,1
11120,1,47,4,6
11121,1,59,5,6
11122,1,35,3,1
11123,1,24,2,1
11124,2,59,5,1
11125,1,24,2,5
11126,1,24,2,2
11127,1,24,2,5
11128,1,46,4,6
11129,1,35,3,3
11130,1,10,1,3
11131,1,48,4,1
11132,1,10,1,6
11133,2,48,4,6
11134,1,59,5,3
11135,1,10,1,1
11136,1,35,3,6
11137,1,59,5,5
11138,1,59,5,1
11139,1,35,3,4
11140,1,12,1,6
11141,1,24,2,4
11142,1,24,2,4
11143,1,24,2,2
11144,1,35,3,4
11145,1,12,1,6
11146,1,10,1,1
11147,1,59,5,5
11148,1,24,2,2
11149,1,13,1,2
11150,1,46,4,2
11151,1,35,3,1
11152,2,35,3,1
11153,2,48,4,1
11154,1,48,4,4
11155,1,13,1,5
11156,1,35,3,3
11157,2,59,5,2
11158,1,35,3,1
11159,1,35,3,2
11160,2,35,3,1
11161,1,59,5,4
11162,2,35,3,1
11163,1,46,4,6
11164,1,11,1,1
11165,1,48,4,1
11166,1,24,2,6
11167,2,24,2,6
11168,1,35,3,6
11169,1,35,3,1
11170,2,48,4,6
11171,1,48,4,1
11172,1,13,1,1
11173,1,10,1,1
11174,2,35,3,6
11175,1,24,2,2
11176,1,59,5,3
11177,1,35,3,6
11178,1,35,3,3
11179,2,13,1,3
11180,1,35,3,5
11181,1,46,4,4
11182,2,48,4,1
11183,1,24,2,2
11184,2,59,5,4
11185,1,35,3,6
11186,1,46,4,2
11187,1,10,1,6
11188,1,11,1,6
11189,1,35,3,6
11190,1,46,4,6
11191,1,47,4,6
11192,1,12,1,3
11193,1,35,3,6
11194,2,59,5,6
11195,1,46,4,1
11196,2,24,2,4
11197,1,48,4,1
11198,1,13,1,1
11199,1,59,5,1
11200,1,10,1,3
11201,1,35,3,1
11202,1,35,3,6
11203,1,59,5,6
11204,1,10,1,1
11205,1,35,3,1
11206,1,59,5,1
11207,1,24,2,3
11208,1,10,1,3
11209,1,48,4,1
11210,2,24,2,3
11211,1,35,3,1
11212,1,12,1,5
11213,1,24,2,5
11214,1,24,2,1
11215,1,35,3,1
11216,1,24,2,3
11217,2,35,3,1
11218,1,24,2,1
11219,1,10,1,2
11220,1,35,3,6
11221,2,59,5,6
11222,1,24,2,5
11223,1,24,2,2
11224,1,10,1,2
11225,1,10,1,1
11226,1,46,4,1
11227,1,12,1,1
11228,2,59,5,1
11229,1,35,3,1
11230,1,46,4,5
11231,1,35,3,6
11232,2,35,3,5
11233,2,24,2,1
11234,1,24,2,3
11235,1,12,1,1
11236,1,47,4,2
11237,1,24,2,1
11238,1,10,1,6
11239,1,24,2,1
11240,1,48,4,6
11241,2,24,2,6
11242,1,48,4,6
11243,2,59,5,4
11244,1,46,4,1
11245,1,24,2,3
11246,1,35,3,6
11247,2,35,3,1
11248,1,46,4,3
11249,2,35,3,6
11250,2,35,3,1
11251,1,59,5,3
11252,1,13,1,1
11253,1,13,1,1
11254,1,35,3,5
11255,1,35,3,6
11256,2,46,4,6
11257,2,35,3,1
11258,1,48,4,5
11259,1,10,1,1
11260,1,12,1,2
11261,1,24,2,5
11262,1,47,4,1
11263,1,24,2,6
11264,1,46,4,1
11265,1,35,3,6
11266,1,24,2,1
11267,1,59,5,1
11268,2,35,3,3
11269,1,24,2,1
11270,2,35,3,4
11271,2,24,2,6
11272,1,24,2,6
11273,1,46,4,6
11274,2,59,5,1
11275,1,12,1,5
11276,1,24,2,6
11277,1,35,3,1
11278,1,24,2,6
11279,2,35,3,6
11280,2,35,3,1
11281,1,35,3,1
11282,1,48,4,1
11283,2,35,3,1
11284,1,35,3,6
11285,1,24,2,1
11286,1,48,4,1
11287,1,13,1,3
11288,2,24,2,1
11289,1,35,3,2
11290,1,35,3,1
11291,1,24,2,5
11292,2,47,4,1
11293,1,24,2,1
11294,1,47,4,3
11295,2,35,3,1
11296,1,13,1,1
11297,1,11,1,6
11298,1,13,1,6
11299,1,35,3,1
11300,1,35,3,1
11301,1,35,3,3
11302,1,35,3,1
11303,1,13,1,3
11304,1,48,4,1
11305,1,12,1,2
11306,2,48,4,1
11307,1,10,1,5
11308,1,59,5,1
11309,1,24,2,6
11310,1,10,1,2
11311,2,48,4,3
11312,2,59,5,5
11313,2,35,3,1
11314,1,24,2,5
11315,1,10,1,6
11316,1,24,2,1
11317,1,13,1,1
11318,1,11,1,1
11319,2,48,4,1
11320,1,59,5,5
11321,1,48,4,1
11322,1,10,1,1
11323,1,47,4,1
11324,2,35,3,1
11325,1,11,1,1
11326,1,35,3,1
11327,2,35,3,6
11328,1,35,3,5
11329,1,59,5,1
11330,2,35,3,1
11331,1,48,4,3
11332,1,10,1,5
11333,1,35,3,6
11334,1,35,3,2
11335,1,35,3,6
11336,1,35,3,6
11337,1,35,3,1
11338,2,24,2,1
11339,1,24,2,4
11340,1,48,4,2
11341,2,48,4,3
11342,1,24,2,1
11343,1,35,3,1
11344,1,10,1,1
11345,1,35,3,6
11346,2,35,3,1
11347,1,13,1,3
11348,2,46,4,5
11349,1,24,2,6
11350,1,46,4,1
11351,1,35,3,3
11352,1,46,4,4
11353,2,46,4,1
11354,1,48,4,6
11355,2,47,4,6
11356,1,35,3,6
11357,2,35,3,1
11358,1,35,3,1
11359,1,46,4,1
11360,1,47,4,1
11361,1,24,2,5
11362,1,47,4,1
11363,2,24,2,1
11364,1,24,2,2
11365,1,35,3,1
11366,1,10,1,1
11367,2,59,5,6
11368,1,48,4,1
11369,1,13,1,3
11370,2,59,5,6
11371,1,59,5,6
11372,1,35,3,6
11373,1,10,1,5
11374,1,35,3,1
11375,1,24,2,1
11376,2,24,2,1
11377,2,59,5,3
11378,2,35,3,5
11379,1,24,2,5
11380,1,24,2,1
11381,1,35,3,5
11382,1,47,4,1
11383,2,59,5,6
11384,1,24,2,6
11385,1,59,5,1
11386,2,12,1,1
11387,2,35,3,6
11388,1,59,5,1
11389,1,13,1,2
11390,1,13,1,2
11391,1,11,1,1
11392,1,48,4,3
11393,1,35,3,1
11394,1,12,1,1
11395,1,10,1,1
11396,1,48,4,1
11397,2,24,2,2
11398,1,24,2,4
11399,2,48,4,6
11400,1,35,3,6
11401,1,46,4,6
11402,1,35,3,1
11403,2,24,2,6
11404,1,48,4,1
11405,1,35,3,6
11406,1,35,3,5
11407,2,35,3,6
11408,1,59,5,6
11409,1,24,2,1
11410,1,13,1,1
11411,1,12,1,6
11412,1,24,2,1
11413,1,47,4,5
11414,1,24,2,1
11415,2,59,5,6
11416,2,35,3,1
11417,1,24,2,2
11418,1,46,4,1
11419,1,35,3,6
11420,1,13,1,2
11421,1,48,4,6
11422,1,35,3,6
11423,2,35,3,3
11424,1,35,3,1
11425,1,13,1,1
11426,1,35,3,1
11427,1,24,2,6
11428,1,12,1,6
11429,1,35,3,5
11430,1,24,2,5
11431,1,13,1,1
11432,2,35,3,1
11433,2,35,3,1
11434,1,35,3,6
11435,1,35,3,1
11436,1,35,3,1
11437,1,13,1,2
11438,1,13,1,1
11439,1,24,2,2
11440,1,46,4,6
11441,1,59,5,6
11442,1,12,1,1
11443,2,48,4,1
11444,1,12,1,1
11445,1,24,2,1
11446,1,35,3,1
11447,1,24,2,6
11448,1,47,4,6
11449,1,47,4,1
11450,2,35,3,1
11451,2,10,1,6
11452,1,35,3,2
11453,1,35,3,2
11454,1,48,4,5
11455,1,24,2,2
11456,2,35,3,1
11457,1,11,1,1
11458,1,48,4,1
11459,1,46,4,6
11460,1,12,1,1
11461,1,13,1,3
11462,2,35,3,1
11463,1,11,1,2
11464,1,24,2,1
11465,2,35,3,3
11466,1,10,1,2
11467,1,24,2,2
11468,2,35,3,1
11469,1,35,3,4
11470,1,13,1,5
11471,1,12,1,6
11472,1,13,1,2
11473,1,46,4,6
11474,1,35,3,4
11475,2,35,3,2
11476,1,13,1,1
11477,1,46,4,6
11478,1,48,4,1
11479,2,46,4,1
11480,1,59,5,6
11481,2,48,4,6
11482,1,11,1,3
11483,2,47,4,1
11484,1,35,3,6
11485,1,12,1,3
11486,1,48,4,6
11487,1,46,4,1
11488,1,59,5,1
11489,1,48,4,1
11490,1,13,1,6
11491,1,10,1,2
11492,2,35,3,1
11493,1,11,1,1
11494,1,48,4,1
11495,1,10,1,3
11496,2,24,2,1
11497,1,59,5,1
11498,1,59,5,1
11499,1,59,5,1
11500,1,24,2,2
11501,2,47,4,1
11502,1,10,1,1
11503,1,35,3,4
11504,2,59,5,1
11505,2,35,3,2
11506,2,59,5,1
11507,2,24,2,5
11508,1,10,1,1
11509,1,24,2,2
11510,1,35,3,2
11511,1,48,4,1
11512,1,24,2,1
11513,1,59,5,1
11514,1,35,3,6
11515,1,35,3,6
11516,8,35,3,1
11517,1,35,3,3
11518,1,35,3,1
11519,1,59,5,3
11520,1,35,3,1
11521,1,48,4,3
11522,2,24,2,6
11523,1,35,3,6
11524,1,35,3,6
11525,1,35,3,1
11526,1,11,1,6
11527,1,59,5,5
11528,2,46,4,5
11529,1,35,3,6
11530,1,35,3,6
11531,1,13,1,1
11532,1,59,5,2
11533,2,35,3,1
11534,1,35,3,6
11535,1,10,1,3
11536,1,12,1,1
11537,1,59,5,1
11538,2,35,3,1
11539,1,11,1,6
11540,1,47,4,6
11541,2,35,3,4
11542,1,35,3,1
11543,1,35,3,1
11544,2,59,5,3
11545,1,35,3,1
11546,2,35,3,1
11547,2,46,4,6
11548,1,24,2,1
11549,1,59,5,1
11550,1,59,5,6
11551,1,10,1,6
11552,1,10,1,6
11553,1,35,3,1
11554,2,35,3,6
11555,1,10,1,1
11556,1,12,1,2
11557,1,35,3,3
11558,1,24,2,6
11559,1,24,2,2
11560,1,47,4,5
11561,1,11,1,2
11562,1,24,2,6
11563,1,35,3,1
11564,1,24,2,5
11565,1,13,1,5
11566,1,13,1,6
11567,1,48,4,1
11568,1,35,3,1
11569,1,10,1,6
11570,1,47,4,3
11571,1,48,4,1
11572,2,59,5,1
11573,1,35,3,6
11574,1,11,1,2
11575,2,59,5,5
11576,1,59,5,1
11577,1,59,5,1
11578,1,46,4,1
11579,2,35,3,5
11580,1,24,2,5
11581,2,35,3,6
11582,2,35,3,6
11583,1,12,1,1
11584,2,35,3,1
11585,2,59,5,6
11586,1,35,3,1
11587,1,35,3,1
11588,1,35,3,6
11589,1,11,1,1
11590,1,12,1,4
11591,2,13,1,6
11592,1,12,1,1
11593,1,35,3,1
11594,1,10,1,1
11595,1,35,3,6
11596,2,47,4,6
11597,1,24,2,6
11598,1,35,3,1
11599,2,35,3,3
11600,1,24,2,6
11601,1,59,5,1
11602,1,47,4,4
11603,1,35,3,1
11604,2,35,3,1
11605,1,24,2,2
11606,2,24,2,1
11607,1,35,3,5
11608,1,47,4,1
11609,1,24,2,2
11610,1,59,5,1
11611,1,35,3,6
11612,1,13,1,1
11613,1,59,5,4
11614,2,46,4,1
11615,1,46,4,1
11616,1,24,2,1
11617,1,35,3,1
11618,1,59,5,1
11619,1,24,2,6
11620,1,35,3,1
11621,1,46,4,1
11622,1,35,3,2
11623,1,12,1,5
11624,1,12,1,5
11625,1,35,3,2
11626,1,12,1,6
11627,2,48,4,1
11628,2,35,3,6
11629,1,48,4,5
11630,1,24,2,6
11631,1,24,2,1
11632,2,35,3,5
11633,1,59,5,3
11634,1,35,3,6
11635,1,46,4,1
11636,1,10,1,5
11637,1,35,3,1
11638,1,12,1,1
11639,1,59,5,3
11640,1,12,1,1
11641,1,59,5,1
11642,1,48,4,1
11643,1,24,2,2
11644,1,13,1,6
11645,1,24,2,5
11646,1,46,4,6
11647,1,13,1,5
11648,2,35,3,6
11649,1,35,3,1
11650,1,35,3,1
11651,1,59,5,3
11652,1,59,5,1
11653,1,24,2,1
11654,1,35,3,1
11655,1,59,5,3
11656,1,47,4,6
11657,2,59,5,6
11658,1,59,5,1
11659,1,11,1,1
11660,1,48,4,5
11661,1,35,3,2
11662,1,10,1,6
11663,1,13,1,6
11664,1,59,5,1
11665,1,35,3,3
11666,2,59,5,3
11667,1,35,3,6
11668,1,48,4,6
11669,1,35,3,6
11670,1,10,1,6
11671,1,35,3,1
11672,1,13,1,1
11673,1,59,5,6
11674,1,24,2,6
11675,2,35,3,1
11676,1,10,1,6
11677,2,35,3,6
11678,7,35,3,1
11679,1,11,1,6
11680,1,47,4,6
11681,1,59,5,6
11682,1,47,4,1
11683,1,24,2,1
11684,2,11,1,1
11685,1,10,1,6
11686,1,59,5,1
11687,2,48,4,1
11688,1,46,4,1
11689,1,48,4,5
11690,1,35,3,1
11691,1,48,4,1
11692,1,48,4,1
11693,1,13,1,4
11694,1,11,1,4
11695,1,35,3,4
11696,1,12,1,1
11697,1,59,5,3
11698,1,35,3,1
11699,1,13,1,6
11700,1,47,4,1
11701,1,59,5,2
11702,1,24,2,1
11703,1,24,2,5
11704,2,48,4,6
11705,1,46,4,1
11706,1,35,3,2
11707,1,47,4,4
11708,2,35,3,1
11709,1,24,2,3
11710,1,48,4,1
11711,1,24,2,6
11712,2,35,3,1
11713,1,35,3,6
11714,2,24,2,3
11715,1,10,1,5
11716,2,12,1,1
11717,1,24,2,2
11718,1,11,1,1
11719,2,35,3,4
11720,2,35,3,5
11721,1,35,3,1
11722,1,11,1,1
11723,1,35,3,1
11724,1,24,2,6
11725,2,59,5,1
11726,2,12,1,6
11727,1,24,2,6
11728,1,46,4,5
11729,1,24,2,6
11730,2,46,4,1
11731,2,35,3,6
11732,1,12,1,2
11733,1,48,4,1
11734,1,35,3,1
11735,1,24,2,1
11736,1,35,3,6
11737,1,13,1,1
11738,2,35,3,1
11739,1,35,3,5
11740,1,35,3,1
11741,1,35,3,4
11742,1,12,1,1
11743,1,46,4,1
11744,1,47,4,1
11745,1,24,2,3
11746,1,24,2,1
11747,2,59,5,1
11748,1,13,1,6
11749,1,59,5,3
11750,1,35,3,1
11751,2,35,3,1
11752,2,35,3,4
11753,1,24,2,6
11754,1,13,1,5
11755,1,46,4,1
11756,1,48,4,1
11757,1,13,1,1
11758,1,24,2,2
11759,1,59,5,1
11760,1,35,3,1
11761,1,47,4,3
11762,1,11,1,3
11763,1,24,2,1
11764,2,35,3,6
11765,1,59,5,5
11766,1,47,4,4
11767,2,46,4,5
11768,2,24,2,6
11769,1,48,4,1
11770,1,24,2,2
11771,1,48,4,1
11772,1,35,3,1
11773,1,35,3,1
11774,1,35,3,3
11775,1,13,1,5
11776,2,35,3,5
11777,1,35,3,6
11778,1,46,4,4
11779,1,13,1,3
11780,1,24,2,2
11781,1,59,5,1
11782,1,59,5,5
11783,1,24,2,1
11784,1,24,2,2
11785,1,46,4,1
11786,1,13,1,1
11787,1,13,1,6
11788,1,35,3,1
11789,1,24,2,2
11790,2,35,3,3
11791,1,12,1,6
11792,2,35,3,1
11793,1,35,3,1
11794,1,10,1,2
11795,1,12,1,1
11796,2,24,2,6
11797,2,35,3,3
11798,1,47,4,2
11799,1,35,3,2
11800,1,48,4,1
11801,1,48,4,2
11802,2,35,3,1
11803,1,24,2,1
11804,1,47,4,1
11805,2,35,3,1
11806,1,24,2,6
11807,1,12,1,1
11808,1,35,3,1
11809,1,59,5,4
11810,1,24,2,2
11811,2,24,2,6
11812,2,35,3,3
11813,1,24,2,1
11814,1,48,4,6
11815,1,11,1,6
11816,1,35,3,2
11817,1,35,3,6
11818,1,13,1,3
11819,1,47,4,6
11820,1,13,1,5
11821,2,35,3,1
11822,2,24,2,1
11823,2,46,4,1
11824,1,47,4,6
11825,1,35,3,5
11826,1,11,1,1
11827,2,48,4,1
11828,1,35,3,3
11829,9,24,2,2
11830,1,24,2,5
11831,1,13,1,1
11832,1,10,1,1
11833,1,24,2,1
11834,1,35,3,1
11835,1,11,1,6
11836,1,35,3,6
11837,1,24,2,2
11838,1,48,4,6
11839,1,46,4,1
11840,1,24,2,1
11841,2,35,3,6
11842,1,24,2,2
11843,1,12,1,6
11844,2,48,4,1
11845,2,24,2,1
11846,1,12,1,6
11847,2,35,3,1
11848,1,13,1,1
11849,1,13,1,2
11850,1,24,2,6
11851,1,35,3,1
11852,2,35,3,1
11853,2,47,4,1
11854,1,35,3,1
11855,1,35,3,3
11856,1,59,5,6
11857,1,24,2,1
11858,1,47,4,3
11859,1,35,3,2
11860,1,48,4,1
11861,1,24,2,2
11862,1,24,2,2
11863,1,35,3,3
11864,2,24,2,6
11865,1,35,3,1
11866,1,35,3,1
11867,1,12,1,1
11868,1,59,5,1
11869,1,59,5,3
11870,1,12,1,1
11871,1,35,3,3
11872,1,59,5,1
11873,1,35,3,2
11874,1,59,5,6
11875,1,10,1,2
11876,2,35,3,1
11877,2,35,3,1
