County,County Code,Age Group,Year,Deaths,Population
"Napa County, CA",6055,85+ years,2004,477,3075
"Napa County, CA",6055,85+ years,2005,457,3143
"Napa County, CA",6055,85+ years,2006,461,3249
"Napa County, CA",6055,85+ years,2007,475,3351
"Napa County, CA",6055,85+ years,2008,465,3489
"Napa County, CA",6055,85+ years,2009,487,3525
"Napa County, CA",6055,85+ years,2010,501,3496
"Napa County, CA",6055,85+ years,2011,498,3557
"Napa County, CA",6055,85+ years,2012,515,3586
"Napa County, CA",6055,85+ years,2013,514,3580
"Napa County, CA",6055,85+ years,2014,466,3578
"Napa County, CA",6055,85+ years,2015,519,3653
"Napa County, CA",6055,85+ years,2016,520,3705
"Nevada County, CA",6057,20-24 years,2013,11,4739
"Nevada County, CA",6057,25-34 years,1999,11,8185
"Nevada County, CA",6057,25-34 years,2002,24,8122
"Nevada County, CA",6057,25-34 years,2003,11,8146
"Nevada County, CA",6057,25-34 years,2004,16,8309
"Nevada County, CA",6057,25-34 years,2006,11,8374
"Nevada County, CA",6057,25-34 years,2009,13,9341
"Nevada County, CA",6057,25-34 years,2010,16,9654
"Nevada County, CA",6057,25-34 years,2012,11,9707
"Nevada County, CA",6057,25-34 years,2013,12,9706
"Nevada County, CA",6057,25-34 years,2014,14,9814
"Nevada County, CA",6057,25-34 years,2015,13,9785
"Nevada County, CA",6057,25-34 years,2016,16,9781
"Nevada County, CA",6057,35-44 years,1999,26,14295
"Nevada County, CA",6057,35-44 years,2000,21,14105
"Nevada County, CA",6057,35-44 years,2001,19,13845
"Nevada County, CA",6057,35-44 years,2002,25,13451
"Nevada County, CA",6057,35-44 years,2003,25,12982
"Nevada County, CA",6057,35-44 years,2004,20,12651
"Nevada County, CA",6057,35-44 years,2005,19,12397
"Nevada County, CA",6057,35-44 years,2006,15,12063
"Nevada County, CA",6057,35-44 years,2007,19,11646
"Nevada County, CA",6057,35-44 years,2008,16,11174
"Nevada County, CA",6057,35-44 years,2009,14,10692
"Nevada County, CA",6057,35-44 years,2010,14,10485
"Nevada County, CA",6057,35-44 years,2011,18,10287
"Nevada County, CA",6057,35-44 years,2012,15,10145
"Nevada County, CA",6057,35-44 years,2013,21,10153
"Nevada County, CA",6057,35-44 years,2014,30,10234
"Nevada County, CA",6057,35-44 years,2015,10,10371
"Nevada County, CA",6057,35-44 years,2016,23,10429
"Nevada County, CA",6057,45-54 years,1999,45,15677
"Nevada County, CA",6057,45-54 years,2000,56,16466
"Nevada County, CA",6057,45-54 years,2001,61,17077
"Nevada County, CA",6057,45-54 years,2002,63,17084
"Nevada County, CA",6057,45-54 years,2003,60,17221
"Nevada County, CA",6057,45-54 years,2004,60,17185
"Nevada County, CA",6057,45-54 years,2005,60,17223
"Nevada County, CA",6057,45-54 years,2006,48,17045
"Nevada County, CA",6057,45-54 years,2007,56,16808
"Nevada County, CA",6057,45-54 years,2008,66,16533
"Nevada County, CA",6057,45-54 years,2009,39,16186
"Nevada County, CA",6057,45-54 years,2010,44,15826
"Nevada County, CA",6057,45-54 years,2011,51,15021
"Nevada County, CA",6057,45-54 years,2012,51,14252
"Nevada County, CA",6057,45-54 years,2013,43,13561
"Nevada County, CA",6057,45-54 years,2014,46,13052
"Nevada County, CA",6057,45-54 years,2015,40,12648
"Nevada County, CA",6057,45-54 years,2016,42,12280
"Nevada County, CA",6057,55-64 years,1999,71,10090
"Nevada County, CA",6057,55-64 years,2000,77,10470
"Nevada County, CA",6057,55-64 years,2001,68,11321
"Nevada County, CA",6057,55-64 years,2002,85,12440
"Nevada County, CA",6057,55-64 years,2003,93,13254
"Nevada County, CA",6057,55-64 years,2004,96,14073
"Nevada County, CA",6057,55-64 years,2005,109,15033
"Nevada County, CA",6057,55-64 years,2006,96,15767
"Nevada County, CA",6057,55-64 years,2007,95,16386
"Nevada County, CA",6057,55-64 years,2008,111,16909
"Nevada County, CA",6057,55-64 years,2009,115,17528
"Nevada County, CA",6057,55-64 years,2010,123,17982
"Nevada County, CA",6057,55-64 years,2011,96,18451
"Nevada County, CA",6057,55-64 years,2012,109,18321
"Nevada County, CA",6057,55-64 years,2013,114,18274
"Nevada County, CA",6057,55-64 years,2014,119,18185
"Nevada County, CA",6057,55-64 years,2015,104,17931
"Nevada County, CA",6057,55-64 years,2016,88,17800
"Nevada County, CA",6057,65-74 years,1999,158,8538
"Nevada County, CA",6057,65-74 years,2000,140,8353
"Nevada County, CA",6057,65-74 years,2001,143,8215
"Nevada County, CA",6057,65-74 years,2002,151,8096
"Nevada County, CA",6057,65-74 years,2003,140,8343
"Nevada County, CA",6057,65-74 years,2004,120,8466
"Nevada County, CA",6057,65-74 years,2005,128,8546
"Nevada County, CA",6057,65-74 years,2006,101,8812
"Nevada County, CA",6057,65-74 years,2007,141,9110
"Nevada County, CA",6057,65-74 years,2008,147,9738
"Nevada County, CA",6057,65-74 years,2009,123,10314
"Nevada County, CA",6057,65-74 years,2010,126,10598
"Nevada County, CA",6057,65-74 years,2011,135,11289
"Nevada County, CA",6057,65-74 years,2012,147,12344
"Nevada County, CA",6057,65-74 years,2013,160,13117
"Nevada County, CA",6057,65-74 years,2014,148,13949
"Nevada County, CA",6057,65-74 years,2015,188,14765
"Nevada County, CA",6057,65-74 years,2016,191,15549
"Nevada County, CA",6057,75-84 years,1999,287,5874
"Nevada County, CA",6057,75-84 years,2000,291,5942
"Nevada County, CA",6057,75-84 years,2001,328,6082
"Nevada County, CA",6057,75-84 years,2002,294,6177
"Nevada County, CA",6057,75-84 years,2003,320,6104
"Nevada County, CA",6057,75-84 years,2004,271,6128
"Nevada County, CA",6057,75-84 years,2005,290,6138
"Nevada County, CA",6057,75-84 years,2006,261,6033
"Nevada County, CA",6057,75-84 years,2007,284,5974
"Nevada County, CA",6057,75-84 years,2008,228,5889
"Nevada County, CA",6057,75-84 years,2009,215,5768
"Nevada County, CA",6057,75-84 years,2010,215,5817
"Nevada County, CA",6057,75-84 years,2011,242,5781
"Nevada County, CA",6057,75-84 years,2012,217,5830
"Nevada County, CA",6057,75-84 years,2013,208,5998
"Nevada County, CA",6057,75-84 years,2014,229,6153
"Nevada County, CA",6057,75-84 years,2015,208,6382
"Nevada County, CA",6057,75-84 years,2016,254,6598
"Nevada County, CA",6057,85+ years,1999,266,1707
"Nevada County, CA",6057,85+ years,2000,262,1753
"Nevada County, CA",6057,85+ years,2001,288,1836
"Nevada County, CA",6057,85+ years,2002,315,1959
"Nevada County, CA",6057,85+ years,2003,329,2079
"Nevada County, CA",6057,85+ years,2004,318,2117
"Nevada County, CA",6057,85+ years,2005,295,2254
"Nevada County, CA",6057,85+ years,2006,327,2447
"Nevada County, CA",6057,85+ years,2007,333,2589
"Nevada County, CA",6057,85+ years,2008,343,2648
"Nevada County, CA",6057,85+ years,2009,305,2698
"Nevada County, CA",6057,85+ years,2010,341,2759
"Nevada County, CA",6057,85+ years,2011,366,2931
"Nevada County, CA",6057,85+ years,2012,377,2973
"Nevada County, CA",6057,85+ years,2013,394,2952
"Nevada County, CA",6057,85+ years,2014,352,3075
"Nevada County, CA",6057,85+ years,2015,430,3057
"Nevada County, CA",6057,85+ years,2016,399,3105
"Orange County, CA",6059,< 1 year,1999,206,42567
"Orange County, CA",6059,< 1 year,2000,232,42379
"Orange County, CA",6059,< 1 year,2001,207,45815
"Orange County, CA",6059,< 1 year,2002,218,43927
"Orange County, CA",6059,< 1 year,2003,200,43720
"Orange County, CA",6059,< 1 year,2004,179,42979
"Orange County, CA",6059,< 1 year,2005,213,42141
"Orange County, CA",6059,< 1 year,2006,226,40783
"Orange County, CA",6059,< 1 year,2007,187,40220
"Orange County, CA",6059,< 1 year,2008,202,40150
"Orange County, CA",6059,< 1 year,2009,165,36923
"Orange County, CA",6059,< 1 year,2010,147,37186
"Orange County, CA",6059,< 1 year,2011,160,38124
"Orange County, CA",6059,< 1 year,2012,130,37704
"Orange County, CA",6059,< 1 year,2013,123,37554
"Orange County, CA",6059,< 1 year,2014,126,37773
"Orange County, CA",6059,< 1 year,2015,114,38507
"Orange County, CA",6059,< 1 year,2016,115,38205
"Orange County, CA",6059,1-4 years,1999,52,174749
"Orange County, CA",6059,1-4 years,2000,39,173635
"Orange County, CA",6059,1-4 years,2001,42,169215
"Orange County, CA",6059,1-4 years,2002,37,168939
"Orange County, CA",6059,1-4 years,2003,41,168778
"Orange County, CA",6059,1-4 years,2004,39,168339
"Orange County, CA",6059,1-4 years,2005,43,165104
"Orange County, CA",6059,1-4 years,2006,29,159562
"Orange County, CA",6059,1-4 years,2007,30,155915
"Orange County, CA",6059,1-4 years,2008,30,156323
"Orange County, CA",6059,1-4 years,2009,36,156523
"Orange County, CA",6059,1-4 years,2010,35,154505
"Orange County, CA",6059,1-4 years,2011,25,153911
"Orange County, CA",6059,1-4 years,2012,25,153270
"Orange County, CA",6059,1-4 years,2013,23,151722
"Orange County, CA",6059,1-4 years,2014,26,151244
"Orange County, CA",6059,1-4 years,2015,26,150967
"Orange County, CA",6059,1-4 years,2016,26,150768
"Orange County, CA",6059,5-9 years,1999,27,231868
"Orange County, CA",6059,5-9 years,2000,24,231928
"Orange County, CA",6059,5-9 years,2001,24,227703
"Orange County, CA",6059,5-9 years,2002,28,222122
"Orange County, CA",6059,5-9 years,2003,21,215431
"Orange County, CA",6059,5-9 years,2004,25,208208
"Orange County, CA",6059,5-9 years,2005,18,200523
"Orange County, CA",6059,5-9 years,2006,32,196437
"Orange County, CA",6059,5-9 years,2007,23,192275
"Orange County, CA",6059,5-9 years,2008,18,192883
"Orange County, CA",6059,5-9 years,2009,23,196218
"Orange County, CA",6059,5-9 years,2010,14,198769
"Orange County, CA",6059,5-9 years,2011,12,198649
"Orange County, CA",6059,5-9 years,2012,15,200012
"Orange County, CA",6059,5-9 years,2013,14,200779
"Orange County, CA",6059,5-9 years,2014,17,198735
"Orange County, CA",6059,5-9 years,2015,19,196456
"Orange County, CA",6059,5-9 years,2016,25,194593
"Orange County, CA",6059,10-14 years,1999,24,198283
"Orange County, CA",6059,10-14 years,2000,41,204119
"Orange County, CA",6059,10-14 years,2001,34,213002
"Orange County, CA",6059,10-14 years,2002,24,220390
"Orange County, CA",6059,10-14 years,2003,25,225257
"Orange County, CA",6059,10-14 years,2004,31,227949
"Orange County, CA",6059,10-14 years,2005,30,226071
"Orange County, CA",6059,10-14 years,2006,28,221567
"Orange County, CA",6059,10-14 years,2007,19,216377
"Orange County, CA",6059,10-14 years,2008,29,213489
"Orange County, CA",6059,10-14 years,2009,25,211206
"Orange County, CA",6059,10-14 years,2010,21,210195
"Orange County, CA",6059,10-14 years,2011,19,209076
"Orange County, CA",6059,10-14 years,2012,25,206851
"Orange County, CA",6059,10-14 years,2013,21,206088
"Orange County, CA",6059,10-14 years,2014,19,205152
"Orange County, CA",6059,10-14 years,2015,16,203549
"Orange County, CA",6059,10-14 years,2016,22,201976
"Orange County, CA",6059,15-19 years,1999,82,192076
"Orange County, CA",6059,15-19 years,2000,73,194543
"Orange County, CA",6059,15-19 years,2001,73,194195
"Orange County, CA",6059,15-19 years,2002,75,195124
"Orange County, CA",6059,15-19 years,2003,81,198158
"Orange County, CA",6059,15-19 years,2004,83,202029
"Orange County, CA",6059,15-19 years,2005,82,207473
"Orange County, CA",6059,15-19 years,2006,95,212783
"Orange County, CA",6059,15-19 years,2007,81,218311
"Orange County, CA",6059,15-19 years,2008,79,222899
"Orange County, CA",6059,15-19 years,2009,73,226982
"Orange County, CA",6059,15-19 years,2010,70,227689
"Orange County, CA",6059,15-19 years,2011,70,220988
"Orange County, CA",6059,15-19 years,2012,62,218435
"Orange County, CA",6059,15-19 years,2013,57,215307
"Orange County, CA",6059,15-19 years,2014,67,211791
"Orange County, CA",6059,15-19 years,2015,56,210659
"Orange County, CA",6059,15-19 years,2016,84,208991
"Orange County, CA",6059,20-24 years,1999,123,185941
"Orange County, CA",6059,20-24 years,2000,95,189996
"Orange County, CA",6059,20-24 years,2001,115,199293
"Orange County, CA",6059,20-24 years,2002,96,204499
"Orange County, CA",6059,20-24 years,2003,104,207441
"Orange County, CA",6059,20-24 years,2004,117,209459
"Orange County, CA",6059,20-24 years,2005,133,208102
"Orange County, CA",6059,20-24 years,2006,134,204914
"Orange County, CA",6059,20-24 years,2007,158,204480
"Orange County, CA",6059,20-24 years,2008,111,207208
"Orange County, CA",6059,20-24 years,2009,105,209718
"Orange County, CA",6059,20-24 years,2010,107,213601
"Orange County, CA",6059,20-24 years,2011,129,224061
"Orange County, CA",6059,20-24 years,2012,114,229530
"Orange County, CA",6059,20-24 years,2013,138,230619
"Orange County, CA",6059,20-24 years,2014,113,229318
"Orange County, CA",6059,20-24 years,2015,128,223999
"Orange County, CA",6059,20-24 years,2016,142,218172
"Orange County, CA",6059,25-34 years,1999,316,469859
"Orange County, CA",6059,25-34 years,2000,272,466324
"Orange County, CA",6059,25-34 years,2001,291,457437
"Orange County, CA",6059,25-34 years,2002,261,447790
"Orange County, CA",6059,25-34 years,2003,261,439944
"Orange County, CA",6059,25-34 years,2004,273,431461
"Orange County, CA",6059,25-34 years,2005,251,421115
"Orange County, CA",6059,25-34 years,2006,270,414207
"Orange County, CA",6059,25-34 years,2007,274,409423
"Orange County, CA",6059,25-34 years,2008,255,410250
"Orange County, CA",6059,25-34 years,2009,255,412679
"Orange County, CA",6059,25-34 years,2010,227,413528
"Orange County, CA",6059,25-34 years,2011,286,420850
"Orange County, CA",6059,25-34 years,2012,257,425787
"Orange County, CA",6059,25-34 years,2013,273,432623
"Orange County, CA",6059,25-34 years,2014,317,440140
"Orange County, CA",6059,25-34 years,2015,308,447056
"Orange County, CA",6059,25-34 years,2016,306,454417
"Orange County, CA",6059,35-44 years,1999,564,474473
"Orange County, CA",6059,35-44 years,2000,542,477289
"Orange County, CA",6059,35-44 years,2001,566,481617
"Orange County, CA",6059,35-44 years,2002,598,482511
"Orange County, CA",6059,35-44 years,2003,573,481554
"Orange County, CA",6059,35-44 years,2004,600,479750
"Orange County, CA",6059,35-44 years,2005,539,473812
"Orange County, CA",6059,35-44 years,2006,555,466550
"Orange County, CA",6059,35-44 years,2007,529,456694
"Orange County, CA",6059,35-44 years,2008,503,450187
"Orange County, CA",6059,35-44 years,2009,510,443295
"Orange County, CA",6059,35-44 years,2010,439,439043
"Orange County, CA",6059,35-44 years,2011,422,435811
"Orange County, CA",6059,35-44 years,2012,435,432826
"Orange County, CA",6059,35-44 years,2013,422,429495
"Orange County, CA",6059,35-44 years,2014,444,424023
"Orange County, CA",6059,35-44 years,2015,406,419154
"Orange County, CA",6059,35-44 years,2016,445,413930
"Orange County, CA",6059,45-54 years,1999,1005,352047
"Orange County, CA",6059,45-54 years,2000,962,360739
"Orange County, CA",6059,45-54 years,2001,1056,375908
"Orange County, CA",6059,45-54 years,2002,964,382031
"Orange County, CA",6059,45-54 years,2003,1092,391655
"Orange County, CA",6059,45-54 years,2004,1022,400119
"Orange County, CA",6059,45-54 years,2005,1108,409376
"Orange County, CA",6059,45-54 years,2006,1161,417267
"Orange County, CA",6059,45-54 years,2007,1130,424037
"Orange County, CA",6059,45-54 years,2008,1157,431665
"Orange County, CA",6059,45-54 years,2009,1147,439573
"Orange County, CA",6059,45-54 years,2010,1113,444185
"Orange County, CA",6059,45-54 years,2011,1162,449571
"Orange County, CA",6059,45-54 years,2012,1170,451750
"Orange County, CA",6059,45-54 years,2013,1136,453892
"Orange County, CA",6059,45-54 years,2014,1175,455688
"Orange County, CA",6059,45-54 years,2015,1131,457294
"Orange County, CA",6059,45-54 years,2016,1077,457712
"Orange County, CA",6059,55-64 years,1999,1587,218033
"Orange County, CA",6059,55-64 years,2000,1574,224574
"Orange County, CA",6059,55-64 years,2001,1645,233463
"Orange County, CA",6059,55-64 years,2002,1644,247895
"Orange County, CA",6059,55-64 years,2003,1678,258618
"Orange County, CA",6059,55-64 years,2004,1641,268222
"Orange County, CA",6059,55-64 years,2005,1665,277032
"Orange County, CA",6059,55-64 years,2006,1771,284763
"Orange County, CA",6059,55-64 years,2007,1752,292450
"Orange County, CA",6059,55-64 years,2008,1756,300944
"Orange County, CA",6059,55-64 years,2009,1756,312224
"Orange County, CA",6059,55-64 years,2010,1833,321854
"Orange County, CA",6059,55-64 years,2011,1906,338818
"Orange County, CA",6059,55-64 years,2012,1940,346833
"Orange County, CA",6059,55-64 years,2013,1984,357396
"Orange County, CA",6059,55-64 years,2014,2030,368104
"Orange County, CA",6059,55-64 years,2015,2103,379958
"Orange County, CA",6059,55-64 years,2016,2210,390787
"Orange County, CA",6059,65-74 years,1999,2905,147374
"Orange County, CA",6059,65-74 years,2000,2875,148702
"Orange County, CA",6059,65-74 years,2001,2818,150566
"Orange County, CA",6059,65-74 years,2002,2729,152337
"Orange County, CA",6059,65-74 years,2003,2757,154731
"Orange County, CA",6059,65-74 years,2004,2593,156682
"Orange County, CA",6059,65-74 years,2005,2511,158986
"Orange County, CA",6059,65-74 years,2006,2354,160986
"Orange County, CA",6059,65-74 years,2007,2382,166513
"Orange County, CA",6059,65-74 years,2008,2531,174369
"Orange County, CA",6059,65-74 years,2009,2457,182178
"Orange County, CA",6059,65-74 years,2010,2481,187454
"Orange County, CA",6059,65-74 years,2011,2523,196739
"Orange County, CA",6059,65-74 years,2012,2693,210213
"Orange County, CA",6059,65-74 years,2013,2792,220748
"Orange County, CA",6059,65-74 years,2014,2752,231505
"Orange County, CA",6059,65-74 years,2015,2988,242323
"Orange County, CA",6059,65-74 years,2016,3069,251151
"Orange County, CA",6059,75-84 years,1999,4937,95642
"Orange County, CA",6059,75-84 years,2000,4948,97967
"Orange County, CA",6059,75-84 years,2001,5089,101841
"Orange County, CA",6059,75-84 years,2002,5089,104511
"Orange County, CA",6059,75-84 years,2003,5124,106668
"Orange County, CA",6059,75-84 years,2004,4918,107949
"Orange County, CA",6059,75-84 years,2005,4903,109979
"Orange County, CA",6059,75-84 years,2006,4915,110526
"Orange County, CA",6059,75-84 years,2007,4722,110766
"Orange County, CA",6059,75-84 years,2008,4687,111174
"Orange County, CA",6059,75-84 years,2009,4393,111451
"Orange County, CA",6059,75-84 years,2010,4449,112703
"Orange County, CA",6059,75-84 years,2011,4528,115220
"Orange County, CA",6059,75-84 years,2012,4521,117531
"Orange County, CA",6059,75-84 years,2013,4651,120472
"Orange County, CA",6059,75-84 years,2014,4367,123543
"Orange County, CA",6059,75-84 years,2015,4526,127079
"Orange County, CA",6059,75-84 years,2016,4551,130773
"Orange County, CA",6059,85+ years,1999,4925,33021
"Orange County, CA",6059,85+ years,2000,4926,34094
"Orange County, CA",6059,85+ years,2001,4869,35402
"Orange County, CA",6059,85+ years,2002,5132,36169
"Orange County, CA",6059,85+ years,2003,5377,37421
"Orange County, CA",6059,85+ years,2004,5229,38565
"Orange County, CA",6059,85+ years,2005,5373,40341
"Orange County, CA",6059,85+ years,2006,5656,41916
"Orange County, CA",6059,85+ years,2007,5598,44168
"Orange County, CA",6059,85+ years,2008,5846,46052
"Orange County, CA",6059,85+ years,2009,6039,48207
"Orange County, CA",6059,85+ years,2010,6321,49520
"Orange County, CA",6059,85+ years,2011,6599,52066
"Orange County, CA",6059,85+ years,2012,6891,54193
"Orange County, CA",6059,85+ years,2013,7202,55881
"Orange County, CA",6059,85+ years,2014,7046,57422
"Orange County, CA",6059,85+ years,2015,7493,59572
"Orange County, CA",6059,85+ years,2016,7516,61057
"Placer County, CA",6061,< 1 year,1999,18,2965
"Placer County, CA",6061,< 1 year,2000,22,3027
"Placer County, CA",6061,< 1 year,2001,14,3058
"Placer County, CA",6061,< 1 year,2002,19,3277
"Placer County, CA",6061,< 1 year,2003,10,3544
"Placer County, CA",6061,< 1 year,2004,18,3731
"Placer County, CA",6061,< 1 year,2005,19,3877
"Placer County, CA",6061,< 1 year,2006,14,3861
"Placer County, CA",6061,< 1 year,2007,23,4067
"Placer County, CA",6061,< 1 year,2008,16,4040
"Placer County, CA",6061,< 1 year,2009,13,3981
"Placer County, CA",6061,< 1 year,2010,13,3839
"Placer County, CA",6061,< 1 year,2011,21,3837
"Placer County, CA",6061,< 1 year,2012,14,3669
"Placer County, CA",6061,< 1 year,2013,16,3663
"Placer County, CA",6061,< 1 year,2014,17,3684
"Placer County, CA",6061,< 1 year,2015,19,3632
"Placer County, CA",6061,< 1 year,2016,11,3649
"Placer County, CA",6061,15-19 years,2002,18,19125
"Placer County, CA",6061,15-19 years,2003,18,20061
"Placer County, CA",6061,15-19 years,2004,16,21051
"Placer County, CA",6061,15-19 years,2005,10,22074
"Placer County, CA",6061,15-19 years,2006,15,22756
"Placer County, CA",6061,15-19 years,2009,10,24163
"Placer County, CA",6061,15-19 years,2011,11,24380
"Placer County, CA",6061,15-19 years,2012,10,24368
"Placer County, CA",6061,15-19 years,2015,11,24124
"Placer County, CA",6061,15-19 years,2016,13,24265
"Placer County, CA",6061,20-24 years,2002,13,13997
"Placer County, CA",6061,20-24 years,2004,14,16007
"Placer County, CA",6061,20-24 years,2005,13,16918
"Placer County, CA",6061,20-24 years,2006,14,17356
"Placer County, CA",6061,20-24 years,2007,10,17604
"Placer County, CA",6061,20-24 years,2008,17,17878
"Placer County, CA",6061,20-24 years,2009,15,17766
"Placer County, CA",6061,20-24 years,2010,15,17936
"Placer County, CA",6061,20-24 years,2011,20,19255
"Placer County, CA",6061,20-24 years,2012,13,19887
"Placer County, CA",6061,20-24 years,2013,16,20392
"Placer County, CA",6061,20-24 years,2014,13,20583
"Placer County, CA",6061,20-24 years,2015,15,20602
"Placer County, CA",6061,20-24 years,2016,12,20272
"Placer County, CA",6061,25-34 years,1999,22,29158
"Placer County, CA",6061,25-34 years,2000,25,29255
"Placer County, CA",6061,25-34 years,2001,25,30408
"Placer County, CA",6061,25-34 years,2002,30,31737
"Placer County, CA",6061,25-34 years,2003,28,32926
"Placer County, CA",6061,25-34 years,2004,21,33820
"Placer County, CA",6061,25-34 years,2005,24,33848
"Placer County, CA",6061,25-34 years,2006,28,34396
"Placer County, CA",6061,25-34 years,2007,17,35519
"Placer County, CA",6061,25-34 years,2008,36,37140
"Placer County, CA",6061,25-34 years,2009,25,38299
"Placer County, CA",6061,25-34 years,2010,33,39173
"Placer County, CA",6061,25-34 years,2011,32,40237
"Placer County, CA",6061,25-34 years,2012,36,40237
"Placer County, CA",6061,25-34 years,2013,28,40873
"Placer County, CA",6061,25-34 years,2014,27,40968
"Placer County, CA",6061,25-34 years,2015,32,40902
"Placer County, CA",6061,25-34 years,2016,37,41671
"Placer County, CA",6061,35-44 years,1999,46,42192
"Placer County, CA",6061,35-44 years,2000,44,42888
"Placer County, CA",6061,35-44 years,2001,77,44525
"Placer County, CA",6061,35-44 years,2002,47,45402
"Placer County, CA",6061,35-44 years,2003,62,46504
"Placer County, CA",6061,35-44 years,2004,66,47691
"Placer County, CA",6061,35-44 years,2005,54,48361
"Placer County, CA",6061,35-44 years,2006,64,48377
"Placer County, CA",6061,35-44 years,2007,68,47860
"Placer County, CA",6061,35-44 years,2008,59,47685
"Placer County, CA",6061,35-44 years,2009,59,47048
"Placer County, CA",6061,35-44 years,2010,54,46565
"Placer County, CA",6061,35-44 years,2011,64,46536
"Placer County, CA",6061,35-44 years,2012,54,46662
"Placer County, CA",6061,35-44 years,2013,56,47172
"Placer County, CA",6061,35-44 years,2014,50,47206
"Placer County, CA",6061,35-44 years,2015,62,47235
"Placer County, CA",6061,35-44 years,2016,45,47985
"Placer County, CA",6061,45-54 years,1999,110,35778
"Placer County, CA",6061,45-54 years,2000,135,37705
"Placer County, CA",6061,45-54 years,2001,128,40608
"Placer County, CA",6061,45-54 years,2002,135,42126
"Placer County, CA",6061,45-54 years,2003,162,43914
"Placer County, CA",6061,45-54 years,2004,141,45637
"Placer County, CA",6061,45-54 years,2005,129,47428
"Placer County, CA",6061,45-54 years,2006,143,49039
"Placer County, CA",6061,45-54 years,2007,146,50475
"Placer County, CA",6061,45-54 years,2008,146,51726
"Placer County, CA",6061,45-54 years,2009,150,52730
"Placer County, CA",6061,45-54 years,2010,135,53339
"Placer County, CA",6061,45-54 years,2011,163,53655
"Placer County, CA",6061,45-54 years,2012,132,53397
"Placer County, CA",6061,45-54 years,2013,167,53145
"Placer County, CA",6061,45-54 years,2014,155,53147
"Placer County, CA",6061,45-54 years,2015,141,53148
"Placer County, CA",6061,45-54 years,2016,154,53333
"Placer County, CA",6061,55-64 years,1999,148,21815
"Placer County, CA",6061,55-64 years,2000,187,23047
"Placer County, CA",6061,55-64 years,2001,177,25350
"Placer County, CA",6061,55-64 years,2002,181,28424
"Placer County, CA",6061,55-64 years,2003,207,31250
"Placer County, CA",6061,55-64 years,2004,232,33592
"Placer County, CA",6061,55-64 years,2005,254,35789
"Placer County, CA",6061,55-64 years,2006,233,37929
"Placer County, CA",6061,55-64 years,2007,242,39637
"Placer County, CA",6061,55-64 years,2008,266,40886
"Placer County, CA",6061,55-64 years,2009,256,42748
"Placer County, CA",6061,55-64 years,2010,285,44118
"Placer County, CA",6061,55-64 years,2011,286,46289
"Placer County, CA",6061,55-64 years,2012,338,46886
"Placer County, CA",6061,55-64 years,2013,285,47854
"Placer County, CA",6061,55-64 years,2014,301,49015
"Placer County, CA",6061,55-64 years,2015,333,50028
"Placer County, CA",6061,55-64 years,2016,302,51293
"Placer County, CA",6061,65-74 years,1999,356,16970
"Placer County, CA",6061,65-74 years,2000,359,17313
"Placer County, CA",6061,65-74 years,2001,346,18396
"Placer County, CA",6061,65-74 years,2002,330,19397
"Placer County, CA",6061,65-74 years,2003,349,20691
"Placer County, CA",6061,65-74 years,2004,359,21833
"Placer County, CA",6061,65-74 years,2005,392,22941
"Placer County, CA",6061,65-74 years,2006,368,24392
"Placer County, CA",6061,65-74 years,2007,380,25312
"Placer County, CA",6061,65-74 years,2008,454,26835
"Placer County, CA",6061,65-74 years,2009,386,28171
"Placer County, CA",6061,65-74 years,2010,425,28990
"Placer County, CA",6061,65-74 years,2011,399,30745
"Placer County, CA",6061,65-74 years,2012,443,33277
"Placer County, CA",6061,65-74 years,2013,453,35449
"Placer County, CA",6061,65-74 years,2014,484,37335
"Placer County, CA",6061,65-74 years,2015,565,39299
"Placer County, CA",6061,65-74 years,2016,581,41067
"Placer County, CA",6061,75-84 years,1999,561,11107
"Placer County, CA",6061,75-84 years,2000,614,11557
"Placer County, CA",6061,75-84 years,2001,616,12431
"Placer County, CA",6061,75-84 years,2002,694,13055
"Placer County, CA",6061,75-84 years,2003,722,13671
"Placer County, CA",6061,75-84 years,2004,733,14098
"Placer County, CA",6061,75-84 years,2005,677,14557
"Placer County, CA",6061,75-84 years,2006,753,15389
"Placer County, CA",6061,75-84 years,2007,751,15912
"Placer County, CA",6061,75-84 years,2008,683,16427
"Placer County, CA",6061,75-84 years,2009,723,16836
"Placer County, CA",6061,75-84 years,2010,736,17318
"Placer County, CA",6061,75-84 years,2011,713,17953
"Placer County, CA",6061,75-84 years,2012,754,18558
"Placer County, CA",6061,75-84 years,2013,802,19265
"Placer County, CA",6061,75-84 years,2014,770,19973
"Placer County, CA",6061,75-84 years,2015,834,20755
"Placer County, CA",6061,75-84 years,2016,817,21487
"Placer County, CA",6061,85+ years,1999,511,3505
"Placer County, CA",6061,85+ years,2000,530,3690
"Placer County, CA",6061,85+ years,2001,586,4022
"Placer County, CA",6061,85+ years,2002,655,4185
"Placer County, CA",6061,85+ years,2003,688,4537
"Placer County, CA",6061,85+ years,2004,674,4856
"Placer County, CA",6061,85+ years,2005,789,5301
"Placer County, CA",6061,85+ years,2006,844,5787
"Placer County, CA",6061,85+ years,2007,853,6092
"Placer County, CA",6061,85+ years,2008,859,6584
"Placer County, CA",6061,85+ years,2009,883,6984
"Placer County, CA",6061,85+ years,2010,973,7254
"Placer County, CA",6061,85+ years,2011,1121,7664
