County,County Code,Age Group,Year,Deaths,Population
"Calaveras County, CA",6009,55-64 years,2011,76,8547
"Calaveras County, CA",6009,55-64 years,2012,64,8448
"Calaveras County, CA",6009,55-64 years,2013,62,8435
"Calaveras County, CA",6009,55-64 years,2014,66,8424
"Calaveras County, CA",6009,55-64 years,2015,65,8494
"Calaveras County, CA",6009,55-64 years,2016,66,8511
"Calaveras County, CA",6009,65-74 years,1999,106,4313
"Calaveras County, CA",6009,65-74 years,2000,95,4322
"Calaveras County, CA",6009,65-74 years,2001,68,4364
"Calaveras County, CA",6009,65-74 years,2002,81,4421
"Calaveras County, CA",6009,65-74 years,2003,65,4662
"Calaveras County, CA",6009,65-74 years,2004,77,4779
"Calaveras County, CA",6009,65-74 years,2005,79,4832
"Calaveras County, CA",6009,65-74 years,2006,87,4981
"Calaveras County, CA",6009,65-74 years,2007,84,5244
"Calaveras County, CA",6009,65-74 years,2008,103,5457
"Calaveras County, CA",6009,65-74 years,2009,87,5668
"Calaveras County, CA",6009,65-74 years,2010,90,5809
"Calaveras County, CA",6009,65-74 years,2011,93,6056
"Calaveras County, CA",6009,65-74 years,2012,92,6459
"Calaveras County, CA",6009,65-74 years,2013,105,6678
"Calaveras County, CA",6009,65-74 years,2014,99,6975
"Calaveras County, CA",6009,65-74 years,2015,99,7246
"Calaveras County, CA",6009,65-74 years,2016,132,7476
"Calaveras County, CA",6009,75-84 years,1999,117,2358
"Calaveras County, CA",6009,75-84 years,2000,105,2400
"Calaveras County, CA",6009,75-84 years,2001,115,2435
"Calaveras County, CA",6009,75-84 years,2002,129,2502
"Calaveras County, CA",6009,75-84 years,2003,122,2489
"Calaveras County, CA",6009,75-84 years,2004,116,2514
"Calaveras County, CA",6009,75-84 years,2005,103,2551
"Calaveras County, CA",6009,75-84 years,2006,121,2569
"Calaveras County, CA",6009,75-84 years,2007,107,2632
"Calaveras County, CA",6009,75-84 years,2008,120,2737
"Calaveras County, CA",6009,75-84 years,2009,149,2742
"Calaveras County, CA",6009,75-84 years,2010,100,2784
"Calaveras County, CA",6009,75-84 years,2011,109,2857
"Calaveras County, CA",6009,75-84 years,2012,105,2932
"Calaveras County, CA",6009,75-84 years,2013,130,3102
"Calaveras County, CA",6009,75-84 years,2014,129,3163
"Calaveras County, CA",6009,75-84 years,2015,133,3291
"Calaveras County, CA",6009,75-84 years,2016,137,3334
"Calaveras County, CA",6009,85+ years,1999,96,629
"Calaveras County, CA",6009,85+ years,2000,90,649
"Calaveras County, CA",6009,85+ years,2001,82,700
"Calaveras County, CA",6009,85+ years,2002,96,734
"Calaveras County, CA",6009,85+ years,2003,106,808
"Calaveras County, CA",6009,85+ years,2004,123,813
"Calaveras County, CA",6009,85+ years,2005,103,871
"Calaveras County, CA",6009,85+ years,2006,130,902
"Calaveras County, CA",6009,85+ years,2007,103,900
"Calaveras County, CA",6009,85+ years,2008,130,889
"Calaveras County, CA",6009,85+ years,2009,124,949
"Calaveras County, CA",6009,85+ years,2010,137,972
"Calaveras County, CA",6009,85+ years,2011,125,999
"Calaveras County, CA",6009,85+ years,2012,139,1042
"Calaveras County, CA",6009,85+ years,2013,151,1023
"Calaveras County, CA",6009,85+ years,2014,143,1044
"Calaveras County, CA",6009,85+ years,2015,119,1055
"Calaveras County, CA",6009,85+ years,2016,145,1082
"Colusa County, CA",6011,45-54 years,1999,11,2190
"Colusa County, CA",6011,45-54 years,2001,10,2350
"Colusa County, CA",6011,45-54 years,2003,14,2547
"Colusa County, CA",6011,45-54 years,2006,11,2785
"Colusa County, CA",6011,45-54 years,2007,16,2797
"Colusa County, CA",6011,45-54 years,2008,14,2775
"Colusa County, CA",6011,45-54 years,2010,12,2767
"Colusa County, CA",6011,45-54 years,2011,12,2739
"Colusa County, CA",6011,45-54 years,2013,13,2683
"Colusa County, CA",6011,45-54 years,2016,10,2627
"Colusa County, CA",6011,55-64 years,1999,13,1431
"Colusa County, CA",6011,55-64 years,2000,14,1465
"Colusa County, CA",6011,55-64 years,2001,12,1501
"Colusa County, CA",6011,55-64 years,2002,19,1625
"Colusa County, CA",6011,55-64 years,2003,15,1718
"Colusa County, CA",6011,55-64 years,2004,15,1813
"Colusa County, CA",6011,55-64 years,2005,16,1903
"Colusa County, CA",6011,55-64 years,2006,16,2048
"Colusa County, CA",6011,55-64 years,2007,15,2157
"Colusa County, CA",6011,55-64 years,2008,17,2244
"Colusa County, CA",6011,55-64 years,2009,19,2281
"Colusa County, CA",6011,55-64 years,2010,14,2373
"Colusa County, CA",6011,55-64 years,2011,19,2437
"Colusa County, CA",6011,55-64 years,2012,13,2498
"Colusa County, CA",6011,55-64 years,2013,22,2501
"Colusa County, CA",6011,55-64 years,2014,20,2515
"Colusa County, CA",6011,55-64 years,2015,19,2582
"Colusa County, CA",6011,55-64 years,2016,21,2644
"Colusa County, CA",6011,65-74 years,1999,34,1137
"Colusa County, CA",6011,65-74 years,2000,34,1112
"Colusa County, CA",6011,65-74 years,2001,28,1134
"Colusa County, CA",6011,65-74 years,2002,24,1113
"Colusa County, CA",6011,65-74 years,2003,24,1163
"Colusa County, CA",6011,65-74 years,2004,34,1275
"Colusa County, CA",6011,65-74 years,2005,28,1270
"Colusa County, CA",6011,65-74 years,2006,21,1255
"Colusa County, CA",6011,65-74 years,2007,21,1267
"Colusa County, CA",6011,65-74 years,2008,20,1302
"Colusa County, CA",6011,65-74 years,2009,22,1365
"Colusa County, CA",6011,65-74 years,2010,27,1367
"Colusa County, CA",6011,65-74 years,2011,26,1421
"Colusa County, CA",6011,65-74 years,2012,31,1499
"Colusa County, CA",6011,65-74 years,2013,22,1570
"Colusa County, CA",6011,65-74 years,2014,15,1626
"Colusa County, CA",6011,65-74 years,2015,34,1672
"Colusa County, CA",6011,65-74 years,2016,26,1703
"Colusa County, CA",6011,75-84 years,1999,44,760
"Colusa County, CA",6011,75-84 years,2000,39,769
"Colusa County, CA",6011,75-84 years,2001,39,783
"Colusa County, CA",6011,75-84 years,2002,34,791
"Colusa County, CA",6011,75-84 years,2003,35,800
"Colusa County, CA",6011,75-84 years,2004,46,890
"Colusa County, CA",6011,75-84 years,2005,44,878
"Colusa County, CA",6011,75-84 years,2006,38,823
"Colusa County, CA",6011,75-84 years,2007,41,837
"Colusa County, CA",6011,75-84 years,2008,25,829
"Colusa County, CA",6011,75-84 years,2009,27,790
"Colusa County, CA",6011,75-84 years,2010,34,779
"Colusa County, CA",6011,75-84 years,2011,42,769
"Colusa County, CA",6011,75-84 years,2012,26,753
"Colusa County, CA",6011,75-84 years,2013,35,779
"Colusa County, CA",6011,75-84 years,2014,25,789
"Colusa County, CA",6011,75-84 years,2015,50,825
"Colusa County, CA",6011,75-84 years,2016,33,851
"Colusa County, CA",6011,85+ years,1999,33,245
"Colusa County, CA",6011,85+ years,2000,33,253
"Colusa County, CA",6011,85+ years,2001,47,246
"Colusa County, CA",6011,85+ years,2002,44,246
"Colusa County, CA",6011,85+ years,2003,42,271
"Colusa County, CA",6011,85+ years,2004,32,308
"Colusa County, CA",6011,85+ years,2005,36,314
"Colusa County, CA",6011,85+ years,2006,38,325
"Colusa County, CA",6011,85+ years,2007,34,339
"Colusa County, CA",6011,85+ years,2008,45,350
"Colusa County, CA",6011,85+ years,2009,38,339
"Colusa County, CA",6011,85+ years,2010,52,349
"Colusa County, CA",6011,85+ years,2011,50,344
"Colusa County, CA",6011,85+ years,2012,40,359
"Colusa County, CA",6011,85+ years,2013,36,370
"Colusa County, CA",6011,85+ years,2014,38,394
"Colusa County, CA",6011,85+ years,2015,44,392
"Colusa County, CA",6011,85+ years,2016,59,413
"Contra Costa County, CA",6013,< 1 year,1999,67,12536
"Contra Costa County, CA",6013,< 1 year,2000,64,12598
"Contra Costa County, CA",6013,< 1 year,2001,53,13131
"Contra Costa County, CA",6013,< 1 year,2002,55,13100
"Contra Costa County, CA",6013,< 1 year,2003,48,13037
"Contra Costa County, CA",6013,< 1 year,2004,51,12980
"Contra Costa County, CA",6013,< 1 year,2005,62,12936
"Contra Costa County, CA",6013,< 1 year,2006,55,12912
"Contra Costa County, CA",6013,< 1 year,2007,56,13162
"Contra Costa County, CA",6013,< 1 year,2008,54,13048
"Contra Costa County, CA",6013,< 1 year,2009,59,12518
"Contra Costa County, CA",6013,< 1 year,2010,53,12473
"Contra Costa County, CA",6013,< 1 year,2011,75,12282
"Contra Costa County, CA",6013,< 1 year,2012,50,11877
"Contra Costa County, CA",6013,< 1 year,2013,51,12190
"Contra Costa County, CA",6013,< 1 year,2014,48,12174
"Contra Costa County, CA",6013,< 1 year,2015,42,12659
"Contra Costa County, CA",6013,< 1 year,2016,38,12653
"Contra Costa County, CA",6013,1-4 years,1999,13,53922
"Contra Costa County, CA",6013,1-4 years,2000,20,53530
"Contra Costa County, CA",6013,1-4 years,2001,14,53295
"Contra Costa County, CA",6013,1-4 years,2002,11,53330
"Contra Costa County, CA",6013,1-4 years,2003,10,53435
"Contra Costa County, CA",6013,1-4 years,2004,10,53500
"Contra Costa County, CA",6013,1-4 years,2005,14,53832
"Contra Costa County, CA",6013,1-4 years,2006,18,53173
"Contra Costa County, CA",6013,1-4 years,2007,11,53256
"Contra Costa County, CA",6013,1-4 years,2008,11,54225
"Contra Costa County, CA",6013,1-4 years,2009,11,54672
"Contra Costa County, CA",6013,1-4 years,2010,13,54545
"Contra Costa County, CA",6013,1-4 years,2011,10,54133
"Contra Costa County, CA",6013,5-9 years,1999,12,73785
"Contra Costa County, CA",6013,5-9 years,2001,12,72548
"Contra Costa County, CA",6013,5-9 years,2003,15,70290
"Contra Costa County, CA",6013,10-14 years,1999,12,69911
"Contra Costa County, CA",6013,10-14 years,2000,13,72017
"Contra Costa County, CA",6013,10-14 years,2002,19,76449
"Contra Costa County, CA",6013,10-14 years,2005,12,76212
"Contra Costa County, CA",6013,10-14 years,2009,15,74080
"Contra Costa County, CA",6013,10-14 years,2010,10,74444
"Contra Costa County, CA",6013,10-14 years,2011,12,74636
"Contra Costa County, CA",6013,15-19 years,1999,42,61632
"Contra Costa County, CA",6013,15-19 years,2000,26,63124
"Contra Costa County, CA",6013,15-19 years,2001,39,65491
"Contra Costa County, CA",6013,15-19 years,2002,32,67027
"Contra Costa County, CA",6013,15-19 years,2003,43,68021
"Contra Costa County, CA",6013,15-19 years,2004,38,69349
"Contra Costa County, CA",6013,15-19 years,2005,42,70941
"Contra Costa County, CA",6013,15-19 years,2006,35,72381
"Contra Costa County, CA",6013,15-19 years,2007,56,73484
"Contra Costa County, CA",6013,15-19 years,2008,40,74063
"Contra Costa County, CA",6013,15-19 years,2009,51,74189
"Contra Costa County, CA",6013,15-19 years,2010,37,73766
"Contra Costa County, CA",6013,15-19 years,2011,34,73627
"Contra Costa County, CA",6013,15-19 years,2012,30,73098
"Contra Costa County, CA",6013,15-19 years,2013,25,72606
"Contra Costa County, CA",6013,15-19 years,2014,30,72242
"Contra Costa County, CA",6013,15-19 years,2015,32,72344
"Contra Costa County, CA",6013,15-19 years,2016,47,72421
"Contra Costa County, CA",6013,20-24 years,1999,51,48619
"Contra Costa County, CA",6013,20-24 years,2000,39,50696
"Contra Costa County, CA",6013,20-24 years,2001,55,53522
"Contra Costa County, CA",6013,20-24 years,2002,58,55210
"Contra Costa County, CA",6013,20-24 years,2003,48,56397
"Contra Costa County, CA",6013,20-24 years,2004,67,57138
"Contra Costa County, CA",6013,20-24 years,2005,48,57550
"Contra Costa County, CA",6013,20-24 years,2006,63,57347
"Contra Costa County, CA",6013,20-24 years,2007,72,58000
"Contra Costa County, CA",6013,20-24 years,2008,52,58385
"Contra Costa County, CA",6013,20-24 years,2009,57,59142
"Contra Costa County, CA",6013,20-24 years,2010,55,59943
"Contra Costa County, CA",6013,20-24 years,2011,55,62849
"Contra Costa County, CA",6013,20-24 years,2012,61,65243
"Contra Costa County, CA",6013,20-24 years,2013,51,67741
"Contra Costa County, CA",6013,20-24 years,2014,66,69107
"Contra Costa County, CA",6013,20-24 years,2015,56,69217
"Contra Costa County, CA",6013,20-24 years,2016,42,68211
"Contra Costa County, CA",6013,25-34 years,1999,120,127705
"Contra Costa County, CA",6013,25-34 years,2000,88,126387
"Contra Costa County, CA",6013,25-34 years,2001,109,126962
"Contra Costa County, CA",6013,25-34 years,2002,110,125499
"Contra Costa County, CA",6013,25-34 years,2003,130,124120
"Contra Costa County, CA",6013,25-34 years,2004,121,122560
"Contra Costa County, CA",6013,25-34 years,2005,111,121904
"Contra Costa County, CA",6013,25-34 years,2006,101,121107
"Contra Costa County, CA",6013,25-34 years,2007,108,122251
"Contra Costa County, CA",6013,25-34 years,2008,116,124999
"Contra Costa County, CA",6013,25-34 years,2009,105,127700
"Contra Costa County, CA",6013,25-34 years,2010,108,129643
"Contra Costa County, CA",6013,25-34 years,2011,108,131841
"Contra Costa County, CA",6013,25-34 years,2012,98,133170
"Contra Costa County, CA",6013,25-34 years,2013,114,135384
"Contra Costa County, CA",6013,25-34 years,2014,122,138732
"Contra Costa County, CA",6013,25-34 years,2015,129,141321
"Contra Costa County, CA",6013,25-34 years,2016,150,144873
"Contra Costa County, CA",6013,35-44 years,1999,207,163508
"Contra Costa County, CA",6013,35-44 years,2000,242,163755
"Contra Costa County, CA",6013,35-44 years,2001,270,165310
"Contra Costa County, CA",6013,35-44 years,2002,228,163586
"Contra Costa County, CA",6013,35-44 years,2003,221,162495
"Contra Costa County, CA",6013,35-44 years,2004,248,160840
"Contra Costa County, CA",6013,35-44 years,2005,264,159394
"Contra Costa County, CA",6013,35-44 years,2006,218,156590
"Contra Costa County, CA",6013,35-44 years,2007,219,153366
"Contra Costa County, CA",6013,35-44 years,2008,190,151716
"Contra Costa County, CA",6013,35-44 years,2009,180,149698
"Contra Costa County, CA",6013,35-44 years,2010,192,148650
"Contra Costa County, CA",6013,35-44 years,2011,191,148194
"Contra Costa County, CA",6013,35-44 years,2012,179,148011
"Contra Costa County, CA",6013,35-44 years,2013,162,148444
"Contra Costa County, CA",6013,35-44 years,2014,164,148684
"Contra Costa County, CA",6013,35-44 years,2015,175,149541
"Contra Costa County, CA",6013,35-44 years,2016,170,151259
"Contra Costa County, CA",6013,45-54 years,1999,470,137514
"Contra Costa County, CA",6013,45-54 years,2000,485,141988
"Contra Costa County, CA",6013,45-54 years,2001,540,147996
"Contra Costa County, CA",6013,45-54 years,2002,515,148951
"Contra Costa County, CA",6013,45-54 years,2003,482,150603
"Contra Costa County, CA",6013,45-54 years,2004,519,152097
"Contra Costa County, CA",6013,45-54 years,2005,451,154058
"Contra Costa County, CA",6013,45-54 years,2006,511,155586
"Contra Costa County, CA",6013,45-54 years,2007,454,157660
"Contra Costa County, CA",6013,45-54 years,2008,520,160015
"Contra Costa County, CA",6013,45-54 years,2009,488,162859
"Contra Costa County, CA",6013,45-54 years,2010,475,164080
"Contra Costa County, CA",6013,45-54 years,2011,467,164731
"Contra Costa County, CA",6013,45-54 years,2012,465,164256
"Contra Costa County, CA",6013,45-54 years,2013,441,164619
"Contra Costa County, CA",6013,45-54 years,2014,453,165317
"Contra Costa County, CA",6013,45-54 years,2015,445,165838
"Contra Costa County, CA",6013,45-54 years,2016,446,165181
"Contra Costa County, CA",6013,55-64 years,1999,646,81567
"Contra Costa County, CA",6013,55-64 years,2000,660,84418
"Contra Costa County, CA",6013,55-64 years,2001,667,88597
"Contra Costa County, CA",6013,55-64 years,2002,782,95084
"Contra Costa County, CA",6013,55-64 years,2003,729,100069
"Contra Costa County, CA",6013,55-64 years,2004,711,104458
"Contra Costa County, CA",6013,55-64 years,2005,731,108383
"Contra Costa County, CA",6013,55-64 years,2006,778,111863
"Contra Costa County, CA",6013,55-64 years,2007,843,115850
"Contra Costa County, CA",6013,55-64 years,2008,810,119600
"Contra Costa County, CA",6013,55-64 years,2009,841,124647
"Contra Costa County, CA",6013,55-64 years,2010,828,128758
"Contra Costa County, CA",6013,55-64 years,2011,856,134809
"Contra Costa County, CA",6013,55-64 years,2012,849,137182
"Contra Costa County, CA",6013,55-64 years,2013,837,139963
"Contra Costa County, CA",6013,55-64 years,2014,867,142597
"Contra Costa County, CA",6013,55-64 years,2015,914,145665
"Contra Costa County, CA",6013,55-64 years,2016,897,148270
"Contra Costa County, CA",6013,65-74 years,1999,1169,54984
"Contra Costa County, CA",6013,65-74 years,2000,1112,54722
"Contra Costa County, CA",6013,65-74 years,2001,1122,55181
"Contra Costa County, CA",6013,65-74 years,2002,1095,55503
"Contra Costa County, CA",6013,65-74 years,2003,1006,56112
"Contra Costa County, CA",6013,65-74 years,2004,1008,57141
"Contra Costa County, CA",6013,65-74 years,2005,1035,58157
"Contra Costa County, CA",6013,65-74 years,2006,960,59022
"Contra Costa County, CA",6013,65-74 years,2007,975,61455
"Contra Costa County, CA",6013,65-74 years,2008,1011,64907
"Contra Costa County, CA",6013,65-74 years,2009,976,68248
"Contra Costa County, CA",6013,65-74 years,2010,1010,70719
"Contra Costa County, CA",6013,65-74 years,2011,1042,75194
"Contra Costa County, CA",6013,65-74 years,2012,1158,81323
"Contra Costa County, CA",6013,65-74 years,2013,1240,86426
"Contra Costa County, CA",6013,65-74 years,2014,1188,91130
"Contra Costa County, CA",6013,65-74 years,2015,1313,95596
"Contra Costa County, CA",6013,65-74 years,2016,1308,99631
"Contra Costa County, CA",6013,75-84 years,1999,2039,38423
"Contra Costa County, CA",6013,75-84 years,2000,2005,39179
"Contra Costa County, CA",6013,75-84 years,2001,2023,40168
"Contra Costa County, CA",6013,75-84 years,2002,2036,40750
"Contra Costa County, CA",6013,75-84 years,2003,2098,41069
"Contra Costa County, CA",6013,75-84 years,2004,1946,41073
"Contra Costa County, CA",6013,75-84 years,2005,1890,41175
