Age Group,County,County Code,Yearly July 1st Estimates,Population
15-19 years,"Santa Cruz County, CA",6087,2011,22451
15-19 years,"Santa Cruz County, CA",6087,2012,22333
15-19 years,"Santa Cruz County, CA",6087,2013,22398
15-19 years,"Santa Cruz County, CA",6087,2014,22168
15-19 years,"Santa Cruz County, CA",6087,2015,22353
15-19 years,"Santa Cruz County, CA",6087,2016,22295
15-19 years,"Shasta County, CA",6089,1999,12524
15-19 years,"Shasta County, CA",6089,2000,12878
15-19 years,"Shasta County, CA",6089,2001,12998
15-19 years,"Shasta County, CA",6089,2002,13167
15-19 years,"Shasta County, CA",6089,2003,13270
15-19 years,"Shasta County, CA",6089,2004,13373
15-19 years,"Shasta County, CA",6089,2005,13434
15-19 years,"Shasta County, CA",6089,2006,13376
15-19 years,"Shasta County, CA",6089,2007,13291
15-19 years,"Shasta County, CA",6089,2008,13057
15-19 years,"Shasta County, CA",6089,2009,12779
15-19 years,"Shasta County, CA",6089,2010,12259
15-19 years,"Shasta County, CA",6089,2011,11645
15-19 years,"Shasta County, CA",6089,2012,11284
15-19 years,"Shasta County, CA",6089,2013,11017
15-19 years,"Shasta County, CA",6089,2014,10881
15-19 years,"Shasta County, CA",6089,2015,10663
15-19 years,"Shasta County, CA",6089,2016,10546
15-19 years,"Sierra County, CA",6091,1999,233
15-19 years,"Sierra County, CA",6091,2000,244
15-19 years,"Sierra County, CA",6091,2001,271
15-19 years,"Sierra County, CA",6091,2002,270
15-19 years,"Sierra County, CA",6091,2003,256
15-19 years,"Sierra County, CA",6091,2004,216
15-19 years,"Sierra County, CA",6091,2005,192
15-19 years,"Sierra County, CA",6091,2006,194
15-19 years,"Sierra County, CA",6091,2007,188
15-19 years,"Sierra County, CA",6091,2008,167
15-19 years,"Sierra County, CA",6091,2009,175
15-19 years,"Sierra County, CA",6091,2010,170
15-19 years,"Sierra County, CA",6091,2011,177
15-19 years,"Sierra County, CA",6091,2012,165
15-19 years,"Sierra County, CA",6091,2013,155
15-19 years,"Sierra County, CA",6091,2014,145
15-19 years,"Sierra County, CA",6091,2015,133
15-19 years,"Sierra County, CA",6091,2016,120
15-19 years,"Siskiyou County, CA",6093,1999,3344
15-19 years,"Siskiyou County, CA",6093,2000,3391
15-19 years,"Siskiyou County, CA",6093,2001,3330
15-19 years,"Siskiyou County, CA",6093,2002,3246
15-19 years,"Siskiyou County, CA",6093,2003,3241
15-19 years,"Siskiyou County, CA",6093,2004,3189
15-19 years,"Siskiyou County, CA",6093,2005,3177
15-19 years,"Siskiyou County, CA",6093,2006,3127
15-19 years,"Siskiyou County, CA",6093,2007,3029
15-19 years,"Siskiyou County, CA",6093,2008,2922
15-19 years,"Siskiyou County, CA",6093,2009,2861
15-19 years,"Siskiyou County, CA",6093,2010,2749
15-19 years,"Siskiyou County, CA",6093,2011,2687
15-19 years,"Siskiyou County, CA",6093,2012,2617
15-19 years,"Siskiyou County, CA",6093,2013,2545
15-19 years,"Siskiyou County, CA",6093,2014,2490
15-19 years,"Siskiyou County, CA",6093,2015,2501
15-19 years,"Siskiyou County, CA",6093,2016,2482
15-19 years,"Solano County, CA",6095,1999,28465
15-19 years,"Solano County, CA",6095,2000,29582
15-19 years,"Solano County, CA",6095,2001,29964
15-19 years,"Solano County, CA",6095,2002,30268
15-19 years,"Solano County, CA",6095,2003,30552
15-19 years,"Solano County, CA",6095,2004,30997
15-19 years,"Solano County, CA",6095,2005,31518
15-19 years,"Solano County, CA",6095,2006,31521
15-19 years,"Solano County, CA",6095,2007,31596
15-19 years,"Solano County, CA",6095,2008,31423
15-19 years,"Solano County, CA",6095,2009,30973
15-19 years,"Solano County, CA",6095,2010,30265
15-19 years,"Solano County, CA",6095,2011,29233
15-19 years,"Solano County, CA",6095,2012,28489
15-19 years,"Solano County, CA",6095,2013,27962
15-19 years,"Solano County, CA",6095,2014,27456
15-19 years,"Solano County, CA",6095,2015,27231
15-19 years,"Solano County, CA",6095,2016,27082
15-19 years,"Sonoma County, CA",6097,1999,31523
15-19 years,"Sonoma County, CA",6097,2000,32531
15-19 years,"Sonoma County, CA",6097,2001,32765
15-19 years,"Sonoma County, CA",6097,2002,32862
15-19 years,"Sonoma County, CA",6097,2003,32942
15-19 years,"Sonoma County, CA",6097,2004,33346
15-19 years,"Sonoma County, CA",6097,2005,33498
15-19 years,"Sonoma County, CA",6097,2006,33640
15-19 years,"Sonoma County, CA",6097,2007,33900
15-19 years,"Sonoma County, CA",6097,2008,34019
15-19 years,"Sonoma County, CA",6097,2009,33821
15-19 years,"Sonoma County, CA",6097,2010,33114
15-19 years,"Sonoma County, CA",6097,2011,32169
15-19 years,"Sonoma County, CA",6097,2012,31682
15-19 years,"Sonoma County, CA",6097,2013,31025
15-19 years,"Sonoma County, CA",6097,2014,30623
15-19 years,"Sonoma County, CA",6097,2015,30216
15-19 years,"Sonoma County, CA",6097,2016,29957
15-19 years,"Stanislaus County, CA",6099,1999,35583
15-19 years,"Stanislaus County, CA",6099,2000,37280
15-19 years,"Stanislaus County, CA",6099,2001,37820
15-19 years,"Stanislaus County, CA",6099,2002,38961
15-19 years,"Stanislaus County, CA",6099,2003,40045
15-19 years,"Stanislaus County, CA",6099,2004,40863
15-19 years,"Stanislaus County, CA",6099,2005,41771
15-19 years,"Stanislaus County, CA",6099,2006,42848
15-19 years,"Stanislaus County, CA",6099,2007,43319
15-19 years,"Stanislaus County, CA",6099,2008,43094
15-19 years,"Stanislaus County, CA",6099,2009,43056
15-19 years,"Stanislaus County, CA",6099,2010,42474
15-19 years,"Stanislaus County, CA",6099,2011,41346
15-19 years,"Stanislaus County, CA",6099,2012,40643
15-19 years,"Stanislaus County, CA",6099,2013,40035
15-19 years,"Stanislaus County, CA",6099,2014,39536
15-19 years,"Stanislaus County, CA",6099,2015,39410
15-19 years,"Stanislaus County, CA",6099,2016,39380
15-19 years,"Sutter County, CA",6101,1999,6022
15-19 years,"Sutter County, CA",6101,2000,6168
15-19 years,"Sutter County, CA",6101,2001,6234
15-19 years,"Sutter County, CA",6101,2002,6396
15-19 years,"Sutter County, CA",6101,2003,6627
15-19 years,"Sutter County, CA",6101,2004,6793
15-19 years,"Sutter County, CA",6101,2005,6926
15-19 years,"Sutter County, CA",6101,2006,7177
15-19 years,"Sutter County, CA",6101,2007,7374
15-19 years,"Sutter County, CA",6101,2008,7369
15-19 years,"Sutter County, CA",6101,2009,7395
15-19 years,"Sutter County, CA",6101,2010,7289
15-19 years,"Sutter County, CA",6101,2011,7000
15-19 years,"Sutter County, CA",6101,2012,6747
15-19 years,"Sutter County, CA",6101,2013,6650
15-19 years,"Sutter County, CA",6101,2014,6588
15-19 years,"Sutter County, CA",6101,2015,6545
15-19 years,"Sutter County, CA",6101,2016,6574
15-19 years,"Tehama County, CA",6103,1999,4244
15-19 years,"Tehama County, CA",6103,2000,4399
15-19 years,"Tehama County, CA",6103,2001,4389
15-19 years,"Tehama County, CA",6103,2002,4406
15-19 years,"Tehama County, CA",6103,2003,4451
15-19 years,"Tehama County, CA",6103,2004,4493
15-19 years,"Tehama County, CA",6103,2005,4621
15-19 years,"Tehama County, CA",6103,2006,4782
15-19 years,"Tehama County, CA",6103,2007,4769
15-19 years,"Tehama County, CA",6103,2008,4748
15-19 years,"Tehama County, CA",6103,2009,4689
15-19 years,"Tehama County, CA",6103,2010,4642
15-19 years,"Tehama County, CA",6103,2011,4523
15-19 years,"Tehama County, CA",6103,2012,4306
15-19 years,"Tehama County, CA",6103,2013,4190
15-19 years,"Tehama County, CA",6103,2014,4105
15-19 years,"Tehama County, CA",6103,2015,3976
15-19 years,"Tehama County, CA",6103,2016,3953
15-19 years,"Trinity County, CA",6105,1999,889
15-19 years,"Trinity County, CA",6105,2000,895
15-19 years,"Trinity County, CA",6105,2001,931
15-19 years,"Trinity County, CA",6105,2002,954
15-19 years,"Trinity County, CA",6105,2003,894
15-19 years,"Trinity County, CA",6105,2004,918
15-19 years,"Trinity County, CA",6105,2005,905
15-19 years,"Trinity County, CA",6105,2006,920
15-19 years,"Trinity County, CA",6105,2007,880
15-19 years,"Trinity County, CA",6105,2008,847
15-19 years,"Trinity County, CA",6105,2009,817
15-19 years,"Trinity County, CA",6105,2010,784
15-19 years,"Trinity County, CA",6105,2011,777
15-19 years,"Trinity County, CA",6105,2012,740
15-19 years,"Trinity County, CA",6105,2013,708
15-19 years,"Trinity County, CA",6105,2014,675
15-19 years,"Trinity County, CA",6105,2015,633
15-19 years,"Trinity County, CA",6105,2016,586
15-19 years,"Tulare County, CA",6107,1999,32756
15-19 years,"Tulare County, CA",6107,2000,33560
15-19 years,"Tulare County, CA",6107,2001,33556
15-19 years,"Tulare County, CA",6107,2002,33879
15-19 years,"Tulare County, CA",6107,2003,34346
15-19 years,"Tulare County, CA",6107,2004,35005
15-19 years,"Tulare County, CA",6107,2005,36148
15-19 years,"Tulare County, CA",6107,2006,37109
15-19 years,"Tulare County, CA",6107,2007,37932
15-19 years,"Tulare County, CA",6107,2008,38552
15-19 years,"Tulare County, CA",6107,2009,39057
15-19 years,"Tulare County, CA",6107,2010,38826
15-19 years,"Tulare County, CA",6107,2011,38286
15-19 years,"Tulare County, CA",6107,2012,37744
15-19 years,"Tulare County, CA",6107,2013,37087
15-19 years,"Tulare County, CA",6107,2014,36853
15-19 years,"Tulare County, CA",6107,2015,36926
15-19 years,"Tulare County, CA",6107,2016,37115
15-19 years,"Tuolumne County, CA",6109,1999,3490
15-19 years,"Tuolumne County, CA",6109,2000,3630
15-19 years,"Tuolumne County, CA",6109,2001,3719
15-19 years,"Tuolumne County, CA",6109,2002,3682
15-19 years,"Tuolumne County, CA",6109,2003,3604
15-19 years,"Tuolumne County, CA",6109,2004,3615
15-19 years,"Tuolumne County, CA",6109,2005,3660
15-19 years,"Tuolumne County, CA",6109,2006,3612
15-19 years,"Tuolumne County, CA",6109,2007,3614
15-19 years,"Tuolumne County, CA",6109,2008,3479
15-19 years,"Tuolumne County, CA",6109,2009,3390
15-19 years,"Tuolumne County, CA",6109,2010,3162
15-19 years,"Tuolumne County, CA",6109,2011,3016
15-19 years,"Tuolumne County, CA",6109,2012,2923
15-19 years,"Tuolumne County, CA",6109,2013,2836
15-19 years,"Tuolumne County, CA",6109,2014,2755
15-19 years,"Tuolumne County, CA",6109,2015,2654
15-19 years,"Tuolumne County, CA",6109,2016,2580
15-19 years,"Ventura County, CA",6111,1999,54545
15-19 years,"Ventura County, CA",6111,2000,55945
15-19 years,"Ventura County, CA",6111,2001,56740
15-19 years,"Ventura County, CA",6111,2002,58042
15-19 years,"Ventura County, CA",6111,2003,59105
15-19 years,"Ventura County, CA",6111,2004,60325
15-19 years,"Ventura County, CA",6111,2005,61615
15-19 years,"Ventura County, CA",6111,2006,63391
15-19 years,"Ventura County, CA",6111,2007,64112
15-19 years,"Ventura County, CA",6111,2008,64700
15-19 years,"Ventura County, CA",6111,2009,64840
15-19 years,"Ventura County, CA",6111,2010,64100
15-19 years,"Ventura County, CA",6111,2011,62814
15-19 years,"Ventura County, CA",6111,2012,61497
15-19 years,"Ventura County, CA",6111,2013,60380
15-19 years,"Ventura County, CA",6111,2014,59354
15-19 years,"Ventura County, CA",6111,2015,58554
15-19 years,"Ventura County, CA",6111,2016,57712
15-19 years,"Yolo County, CA",6113,1999,16643
15-19 years,"Yolo County, CA",6113,2000,17374
15-19 years,"Yolo County, CA",6113,2001,18470
15-19 years,"Yolo County, CA",6113,2002,18856
15-19 years,"Yolo County, CA",6113,2003,19121
15-19 years,"Yolo County, CA",6113,2004,19241
15-19 years,"Yolo County, CA",6113,2005,19043
15-19 years,"Yolo County, CA",6113,2006,19247
15-19 years,"Yolo County, CA",6113,2007,19752
15-19 years,"Yolo County, CA",6113,2008,19565
15-19 years,"Yolo County, CA",6113,2009,19502
15-19 years,"Yolo County, CA",6113,2010,19150
15-19 years,"Yolo County, CA",6113,2011,18713
15-19 years,"Yolo County, CA",6113,2012,19421
15-19 years,"Yolo County, CA",6113,2013,19453
15-19 years,"Yolo County, CA",6113,2014,18808
15-19 years,"Yolo County, CA",6113,2015,19398
15-19 years,"Yolo County, CA",6113,2016,20503
15-19 years,"Yuba County, CA",6115,1999,4845
15-19 years,"Yuba County, CA",6115,2000,4977
15-19 years,"Yuba County, CA",6115,2001,5056
15-19 years,"Yuba County, CA",6115,2002,5171
15-19 years,"Yuba County, CA",6115,2003,5180
15-19 years,"Yuba County, CA",6115,2004,5263
15-19 years,"Yuba County, CA",6115,2005,5371
15-19 years,"Yuba County, CA",6115,2006,5389
15-19 years,"Yuba County, CA",6115,2007,5488
15-19 years,"Yuba County, CA",6115,2008,5553
15-19 years,"Yuba County, CA",6115,2009,5492
15-19 years,"Yuba County, CA",6115,2010,5428
15-19 years,"Yuba County, CA",6115,2011,5264
15-19 years,"Yuba County, CA",6115,2012,5135
15-19 years,"Yuba County, CA",6115,2013,5068
15-19 years,"Yuba County, CA",6115,2014,4971
15-19 years,"Yuba County, CA",6115,2015,4901
15-19 years,"Yuba County, CA",6115,2016,4983
20-24 years,"Alameda County, CA",6001,1999,97154
20-24 years,"Alameda County, CA",6001,2000,102012
20-24 years,"Alameda County, CA",6001,2001,107058
20-24 years,"Alameda County, CA",6001,2002,106899
20-24 years,"Alameda County, CA",6001,2003,104734
20-24 years,"Alameda County, CA",6001,2004,102387
20-24 years,"Alameda County, CA",6001,2005,100171
20-24 years,"Alameda County, CA",6001,2006,99123
20-24 years,"Alameda County, CA",6001,2007,100332
20-24 years,"Alameda County, CA",6001,2008,102938
20-24 years,"Alameda County, CA",6001,2009,105718
20-24 years,"Alameda County, CA",6001,2010,107557
20-24 years,"Alameda County, CA",6001,2011,110051
20-24 years,"Alameda County, CA",6001,2012,110920
20-24 years,"Alameda County, CA",6001,2013,110350
20-24 years,"Alameda County, CA",6001,2014,108850
20-24 years,"Alameda County, CA",6001,2015,105854
20-24 years,"Alameda County, CA",6001,2016,103365
20-24 years,"Alpine County, CA",6003,1999,88
20-24 years,"Alpine County, CA",6003,2000,90
20-24 years,"Alpine County, CA",6003,2001,84
20-24 years,"Alpine County, CA",6003,2002,82
20-24 years,"Alpine County, CA",6003,2003,78
20-24 years,"Alpine County, CA",6003,2004,76
20-24 years,"Alpine County, CA",6003,2005,65
20-24 years,"Alpine County, CA",6003,2006,65
20-24 years,"Alpine County, CA",6003,2007,74
20-24 years,"Alpine County, CA",6003,2008,52
20-24 years,"Alpine County, CA",6003,2009,54
20-24 years,"Alpine County, CA",6003,2010,51
20-24 years,"Alpine County, CA",6003,2011,43
20-24 years,"Alpine County, CA",6003,2012,45
20-24 years,"Alpine County, CA",6003,2013,52
20-24 years,"Alpine County, CA",6003,2014,49
20-24 years,"Alpine County, CA",6003,2015,58
20-24 years,"Alpine County, CA",6003,2016,57
20-24 years,"Amador County, CA",6005,1999,1455
20-24 years,"Amador County, CA",6005,2000,1460
20-24 years,"Amador County, CA",6005,2001,1499
20-24 years,"Amador County, CA",6005,2002,1559
20-24 years,"Amador County, CA",6005,2003,1638
20-24 years,"Amador County, CA",6005,2004,1692
20-24 years,"Amador County, CA",6005,2005,1737
20-24 years,"Amador County, CA",6005,2006,1694
20-24 years,"Amador County, CA",6005,2007,1691
20-24 years,"Amador County, CA",6005,2008,1645
20-24 years,"Amador County, CA",6005,2009,1655
20-24 years,"Amador County, CA",6005,2010,1654
20-24 years,"Amador County, CA",6005,2011,1659
20-24 years,"Amador County, CA",6005,2012,1674
20-24 years,"Amador County, CA",6005,2013,1707
20-24 years,"Amador County, CA",6005,2014,1751
20-24 years,"Amador County, CA",6005,2015,1667
20-24 years,"Amador County, CA",6005,2016,1627
20-24 years,"Butte County, CA",6007,1999,18745
20-24 years,"Butte County, CA",6007,2000,19780
20-24 years,"Butte County, CA",6007,2001,20838
20-24 years,"Butte County, CA",6007,2002,22471
20-24 years,"Butte County, CA",6007,2003,23556
20-24 years,"Butte County, CA",6007,2004,24252
20-24 years,"Butte County, CA",6007,2005,24675
20-24 years,"Butte County, CA",6007,2006,24632
20-24 years,"Butte County, CA",6007,2007,24046
20-24 years,"Butte County, CA",6007,2008,23731
20-24 years,"Butte County, CA",6007,2009,23235
20-24 years,"Butte County, CA",6007,2010,23244
20-24 years,"Butte County, CA",6007,2011,24811
20-24 years,"Butte County, CA",6007,2012,26109
20-24 years,"Butte County, CA",6007,2013,26505
20-24 years,"Butte County, CA",6007,2014,26457
20-24 years,"Butte County, CA",6007,2015,25856
20-24 years,"Butte County, CA",6007,2016,25271
20-24 years,"Calaveras County, CA",6009,1999,1300
20-24 years,"Calaveras County, CA",6009,2000,1396
20-24 years,"Calaveras County, CA",6009,2001,1479
20-24 years,"Calaveras County, CA",6009,2002,1599
20-24 years,"Calaveras County, CA",6009,2003,1701
20-24 years,"Calaveras County, CA",6009,2004,1784
20-24 years,"Calaveras County, CA",6009,2005,1880
20-24 years,"Calaveras County, CA",6009,2006,1933
20-24 years,"Calaveras County, CA",6009,2007,1941
20-24 years,"Calaveras County, CA",6009,2008,1903
20-24 years,"Calaveras County, CA",6009,2009,1883
20-24 years,"Calaveras County, CA",6009,2010,1899
20-24 years,"Calaveras County, CA",6009,2011,1942
20-24 years,"Calaveras County, CA",6009,2012,1953
20-24 years,"Calaveras County, CA",6009,2013,2025
20-24 years,"Calaveras County, CA",6009,2014,2021
20-24 years,"Calaveras County, CA",6009,2015,2072
20-24 years,"Calaveras County, CA",6009,2016,2078
20-24 years,"Colusa County, CA",6011,1999,1193
