Age Group,County,County Code,Yearly July 1st Estimates,Population
15-19 years,"Inyo County, CA",6027,1999,1208
15-19 years,"Inyo County, CA",6027,2000,1239
15-19 years,"Inyo County, CA",6027,2001,1256
15-19 years,"Inyo County, CA",6027,2002,1248
15-19 years,"Inyo County, CA",6027,2003,1260
15-19 years,"Inyo County, CA",6027,2004,1196
15-19 years,"Inyo County, CA",6027,2005,1200
15-19 years,"Inyo County, CA",6027,2006,1202
15-19 years,"Inyo County, CA",6027,2007,1196
15-19 years,"Inyo County, CA",6027,2008,1169
15-19 years,"Inyo County, CA",6027,2009,1117
15-19 years,"Inyo County, CA",6027,2010,1096
15-19 years,"Inyo County, CA",6027,2011,1134
15-19 years,"Inyo County, CA",6027,2012,1122
15-19 years,"Inyo County, CA",6027,2013,1094
15-19 years,"Inyo County, CA",6027,2014,1068
15-19 years,"Inyo County, CA",6027,2015,1053
15-19 years,"Inyo County, CA",6027,2016,989
15-19 years,"Kern County, CA",6029,1999,53693
15-19 years,"Kern County, CA",6029,2000,55419
15-19 years,"Kern County, CA",6029,2001,56662
15-19 years,"Kern County, CA",6029,2002,57902
15-19 years,"Kern County, CA",6029,2003,59542
15-19 years,"Kern County, CA",6029,2004,61609
15-19 years,"Kern County, CA",6029,2005,64419
15-19 years,"Kern County, CA",6029,2006,67010
15-19 years,"Kern County, CA",6029,2007,69543
15-19 years,"Kern County, CA",6029,2008,71175
15-19 years,"Kern County, CA",6029,2009,72244
15-19 years,"Kern County, CA",6029,2010,71937
15-19 years,"Kern County, CA",6029,2011,69974
15-19 years,"Kern County, CA",6029,2012,68511
15-19 years,"Kern County, CA",6029,2013,67376
15-19 years,"Kern County, CA",6029,2014,66554
15-19 years,"Kern County, CA",6029,2015,66077
15-19 years,"Kern County, CA",6029,2016,66056
15-19 years,"Kings County, CA",6031,1999,9678
15-19 years,"Kings County, CA",6031,2000,10058
15-19 years,"Kings County, CA",6031,2001,10394
15-19 years,"Kings County, CA",6031,2002,10477
15-19 years,"Kings County, CA",6031,2003,10600
15-19 years,"Kings County, CA",6031,2004,10825
15-19 years,"Kings County, CA",6031,2005,10903
15-19 years,"Kings County, CA",6031,2006,11077
15-19 years,"Kings County, CA",6031,2007,11324
15-19 years,"Kings County, CA",6031,2008,11367
15-19 years,"Kings County, CA",6031,2009,11438
15-19 years,"Kings County, CA",6031,2010,11300
15-19 years,"Kings County, CA",6031,2011,11029
15-19 years,"Kings County, CA",6031,2012,10776
15-19 years,"Kings County, CA",6031,2013,10729
15-19 years,"Kings County, CA",6031,2014,10649
15-19 years,"Kings County, CA",6031,2015,10597
15-19 years,"Kings County, CA",6031,2016,10516
15-19 years,"Lake County, CA",6033,1999,3584
15-19 years,"Lake County, CA",6033,2000,3770
15-19 years,"Lake County, CA",6033,2001,3975
15-19 years,"Lake County, CA",6033,2002,4161
15-19 years,"Lake County, CA",6033,2003,4253
15-19 years,"Lake County, CA",6033,2004,4350
15-19 years,"Lake County, CA",6033,2005,4470
15-19 years,"Lake County, CA",6033,2006,4521
15-19 years,"Lake County, CA",6033,2007,4481
15-19 years,"Lake County, CA",6033,2008,4380
15-19 years,"Lake County, CA",6033,2009,4250
15-19 years,"Lake County, CA",6033,2010,4141
15-19 years,"Lake County, CA",6033,2011,3937
15-19 years,"Lake County, CA",6033,2012,3751
15-19 years,"Lake County, CA",6033,2013,3633
15-19 years,"Lake County, CA",6033,2014,3556
15-19 years,"Lake County, CA",6033,2015,3456
15-19 years,"Lake County, CA",6033,2016,3438
15-19 years,"Lassen County, CA",6035,1999,2225
15-19 years,"Lassen County, CA",6035,2000,2259
15-19 years,"Lassen County, CA",6035,2001,2251
15-19 years,"Lassen County, CA",6035,2002,2223
15-19 years,"Lassen County, CA",6035,2003,2198
15-19 years,"Lassen County, CA",6035,2004,2219
15-19 years,"Lassen County, CA",6035,2005,2273
15-19 years,"Lassen County, CA",6035,2006,2271
15-19 years,"Lassen County, CA",6035,2007,2268
15-19 years,"Lassen County, CA",6035,2008,2250
15-19 years,"Lassen County, CA",6035,2009,2183
15-19 years,"Lassen County, CA",6035,2010,2070
15-19 years,"Lassen County, CA",6035,2011,1956
15-19 years,"Lassen County, CA",6035,2012,1922
15-19 years,"Lassen County, CA",6035,2013,1884
15-19 years,"Lassen County, CA",6035,2014,1796
15-19 years,"Lassen County, CA",6035,2015,1741
15-19 years,"Lassen County, CA",6035,2016,1695
15-19 years,"Los Angeles County, CA",6037,1999,675180
15-19 years,"Los Angeles County, CA",6037,2000,684185
15-19 years,"Los Angeles County, CA",6037,2001,684619
15-19 years,"Los Angeles County, CA",6037,2002,689521
15-19 years,"Los Angeles County, CA",6037,2003,699389
15-19 years,"Los Angeles County, CA",6037,2004,713354
15-19 years,"Los Angeles County, CA",6037,2005,729650
15-19 years,"Los Angeles County, CA",6037,2006,742365
15-19 years,"Los Angeles County, CA",6037,2007,751672
15-19 years,"Los Angeles County, CA",6037,2008,757974
15-19 years,"Los Angeles County, CA",6037,2009,758581
15-19 years,"Los Angeles County, CA",6037,2010,748670
15-19 years,"Los Angeles County, CA",6037,2011,730024
15-19 years,"Los Angeles County, CA",6037,2012,712964
15-19 years,"Los Angeles County, CA",6037,2013,697592
15-19 years,"Los Angeles County, CA",6037,2014,681111
15-19 years,"Los Angeles County, CA",6037,2015,669531
15-19 years,"Los Angeles County, CA",6037,2016,656343
15-19 years,"Madera County, CA",6039,1999,9961
15-19 years,"Madera County, CA",6039,2000,10229
15-19 years,"Madera County, CA",6039,2001,10302
15-19 years,"Madera County, CA",6039,2002,10327
15-19 years,"Madera County, CA",6039,2003,10502
15-19 years,"Madera County, CA",6039,2004,10776
15-19 years,"Madera County, CA",6039,2005,11210
15-19 years,"Madera County, CA",6039,2006,11635
15-19 years,"Madera County, CA",6039,2007,11973
15-19 years,"Madera County, CA",6039,2008,12177
15-19 years,"Madera County, CA",6039,2009,12124
15-19 years,"Madera County, CA",6039,2010,12142
15-19 years,"Madera County, CA",6039,2011,11864
15-19 years,"Madera County, CA",6039,2012,11638
15-19 years,"Madera County, CA",6039,2013,11455
15-19 years,"Madera County, CA",6039,2014,11356
15-19 years,"Madera County, CA",6039,2015,11252
15-19 years,"Madera County, CA",6039,2016,11322
15-19 years,"Marin County, CA",6041,1999,11965
15-19 years,"Marin County, CA",6041,2000,12085
15-19 years,"Marin County, CA",6041,2001,12576
15-19 years,"Marin County, CA",6041,2002,12715
15-19 years,"Marin County, CA",6041,2003,12828
15-19 years,"Marin County, CA",6041,2004,12809
15-19 years,"Marin County, CA",6041,2005,12948
15-19 years,"Marin County, CA",6041,2006,13110
15-19 years,"Marin County, CA",6041,2007,13114
15-19 years,"Marin County, CA",6041,2008,12996
15-19 years,"Marin County, CA",6041,2009,12953
15-19 years,"Marin County, CA",6041,2010,12984
15-19 years,"Marin County, CA",6041,2011,13533
15-19 years,"Marin County, CA",6041,2012,13694
15-19 years,"Marin County, CA",6041,2013,13730
15-19 years,"Marin County, CA",6041,2014,13776
15-19 years,"Marin County, CA",6041,2015,13957
15-19 years,"Marin County, CA",6041,2016,14206
15-19 years,"Mariposa County, CA",6043,1999,1120
15-19 years,"Mariposa County, CA",6043,2000,1152
15-19 years,"Mariposa County, CA",6043,2001,1187
15-19 years,"Mariposa County, CA",6043,2002,1214
15-19 years,"Mariposa County, CA",6043,2003,1229
15-19 years,"Mariposa County, CA",6043,2004,1234
15-19 years,"Mariposa County, CA",6043,2005,1234
15-19 years,"Mariposa County, CA",6043,2006,1234
15-19 years,"Mariposa County, CA",6043,2007,1227
15-19 years,"Mariposa County, CA",6043,2008,1160
15-19 years,"Mariposa County, CA",6043,2009,1068
15-19 years,"Mariposa County, CA",6043,2010,1014
15-19 years,"Mariposa County, CA",6043,2011,977
15-19 years,"Mariposa County, CA",6043,2012,971
15-19 years,"Mariposa County, CA",6043,2013,959
15-19 years,"Mariposa County, CA",6043,2014,893
15-19 years,"Mariposa County, CA",6043,2015,875
15-19 years,"Mariposa County, CA",6043,2016,815
15-19 years,"Mendocino County, CA",6045,1999,6401
15-19 years,"Mendocino County, CA",6045,2000,6534
15-19 years,"Mendocino County, CA",6045,2001,6563
15-19 years,"Mendocino County, CA",6045,2002,6590
15-19 years,"Mendocino County, CA",6045,2003,6670
15-19 years,"Mendocino County, CA",6045,2004,6564
15-19 years,"Mendocino County, CA",6045,2005,6447
15-19 years,"Mendocino County, CA",6045,2006,6376
15-19 years,"Mendocino County, CA",6045,2007,6221
15-19 years,"Mendocino County, CA",6045,2008,5988
15-19 years,"Mendocino County, CA",6045,2009,5778
15-19 years,"Mendocino County, CA",6045,2010,5559
15-19 years,"Mendocino County, CA",6045,2011,5406
15-19 years,"Mendocino County, CA",6045,2012,5292
15-19 years,"Mendocino County, CA",6045,2013,5215
15-19 years,"Mendocino County, CA",6045,2014,5190
15-19 years,"Mendocino County, CA",6045,2015,5085
15-19 years,"Mendocino County, CA",6045,2016,5149
15-19 years,"Merced County, CA",6047,1999,18566
15-19 years,"Merced County, CA",6047,2000,19408
15-19 years,"Merced County, CA",6047,2001,19958
15-19 years,"Merced County, CA",6047,2002,20577
15-19 years,"Merced County, CA",6047,2003,21312
15-19 years,"Merced County, CA",6047,2004,22000
15-19 years,"Merced County, CA",6047,2005,22776
15-19 years,"Merced County, CA",6047,2006,23330
15-19 years,"Merced County, CA",6047,2007,23845
15-19 years,"Merced County, CA",6047,2008,24145
15-19 years,"Merced County, CA",6047,2009,24424
15-19 years,"Merced County, CA",6047,2010,24399
15-19 years,"Merced County, CA",6047,2011,23931
15-19 years,"Merced County, CA",6047,2012,23173
15-19 years,"Merced County, CA",6047,2013,22715
15-19 years,"Merced County, CA",6047,2014,22809
15-19 years,"Merced County, CA",6047,2015,22950
15-19 years,"Merced County, CA",6047,2016,22947
15-19 years,"Modoc County, CA",6049,1999,699
15-19 years,"Modoc County, CA",6049,2000,703
15-19 years,"Modoc County, CA",6049,2001,711
15-19 years,"Modoc County, CA",6049,2002,719
15-19 years,"Modoc County, CA",6049,2003,697
15-19 years,"Modoc County, CA",6049,2004,691
15-19 years,"Modoc County, CA",6049,2005,685
15-19 years,"Modoc County, CA",6049,2006,659
15-19 years,"Modoc County, CA",6049,2007,630
15-19 years,"Modoc County, CA",6049,2008,623
15-19 years,"Modoc County, CA",6049,2009,585
15-19 years,"Modoc County, CA",6049,2010,609
15-19 years,"Modoc County, CA",6049,2011,625
15-19 years,"Modoc County, CA",6049,2012,612
15-19 years,"Modoc County, CA",6049,2013,560
15-19 years,"Modoc County, CA",6049,2014,506
15-19 years,"Modoc County, CA",6049,2015,498
15-19 years,"Modoc County, CA",6049,2016,455
15-19 years,"Mono County, CA",6051,1999,799
15-19 years,"Mono County, CA",6051,2000,832
15-19 years,"Mono County, CA",6051,2001,886
15-19 years,"Mono County, CA",6051,2002,941
15-19 years,"Mono County, CA",6051,2003,944
15-19 years,"Mono County, CA",6051,2004,942
15-19 years,"Mono County, CA",6051,2005,957
15-19 years,"Mono County, CA",6051,2006,926
15-19 years,"Mono County, CA",6051,2007,855
15-19 years,"Mono County, CA",6051,2008,826
15-19 years,"Mono County, CA",6051,2009,834
15-19 years,"Mono County, CA",6051,2010,813
15-19 years,"Mono County, CA",6051,2011,811
15-19 years,"Mono County, CA",6051,2012,807
15-19 years,"Mono County, CA",6051,2013,772
15-19 years,"Mono County, CA",6051,2014,734
15-19 years,"Mono County, CA",6051,2015,680
15-19 years,"Mono County, CA",6051,2016,700
15-19 years,"Monterey County, CA",6053,1999,30115
15-19 years,"Monterey County, CA",6053,2000,31016
15-19 years,"Monterey County, CA",6053,2001,31621
15-19 years,"Monterey County, CA",6053,2002,31836
15-19 years,"Monterey County, CA",6053,2003,32109
15-19 years,"Monterey County, CA",6053,2004,32181
15-19 years,"Monterey County, CA",6053,2005,31924
15-19 years,"Monterey County, CA",6053,2006,32151
15-19 years,"Monterey County, CA",6053,2007,32269
15-19 years,"Monterey County, CA",6053,2008,32550
15-19 years,"Monterey County, CA",6053,2009,32637
15-19 years,"Monterey County, CA",6053,2010,32486
15-19 years,"Monterey County, CA",6053,2011,31807
15-19 years,"Monterey County, CA",6053,2012,31246
15-19 years,"Monterey County, CA",6053,2013,30630
15-19 years,"Monterey County, CA",6053,2014,30102
15-19 years,"Monterey County, CA",6053,2015,30204
15-19 years,"Monterey County, CA",6053,2016,30491
15-19 years,"Napa County, CA",6055,1999,8413
15-19 years,"Napa County, CA",6055,2000,8638
15-19 years,"Napa County, CA",6055,2001,8759
15-19 years,"Napa County, CA",6055,2002,8934
15-19 years,"Napa County, CA",6055,2003,8970
15-19 years,"Napa County, CA",6055,2004,9075
15-19 years,"Napa County, CA",6055,2005,9114
15-19 years,"Napa County, CA",6055,2006,9294
15-19 years,"Napa County, CA",6055,2007,9382
15-19 years,"Napa County, CA",6055,2008,9496
15-19 years,"Napa County, CA",6055,2009,9514
15-19 years,"Napa County, CA",6055,2010,9447
15-19 years,"Napa County, CA",6055,2011,9365
15-19 years,"Napa County, CA",6055,2012,9268
15-19 years,"Napa County, CA",6055,2013,9290
15-19 years,"Napa County, CA",6055,2014,9221
15-19 years,"Napa County, CA",6055,2015,9137
15-19 years,"Napa County, CA",6055,2016,9045
15-19 years,"Nevada County, CA",6057,1999,6122
15-19 years,"Nevada County, CA",6057,2000,6415
15-19 years,"Nevada County, CA",6057,2001,6513
15-19 years,"Nevada County, CA",6057,2002,6611
15-19 years,"Nevada County, CA",6057,2003,6599
15-19 years,"Nevada County, CA",6057,2004,6752
15-19 years,"Nevada County, CA",6057,2005,6734
15-19 years,"Nevada County, CA",6057,2006,6673
15-19 years,"Nevada County, CA",6057,2007,6554
15-19 years,"Nevada County, CA",6057,2008,6407
15-19 years,"Nevada County, CA",6057,2009,6209
15-19 years,"Nevada County, CA",6057,2010,6069
15-19 years,"Nevada County, CA",6057,2011,5931
15-19 years,"Nevada County, CA",6057,2012,5702
15-19 years,"Nevada County, CA",6057,2013,5425
15-19 years,"Nevada County, CA",6057,2014,5325
15-19 years,"Nevada County, CA",6057,2015,5210
15-19 years,"Nevada County, CA",6057,2016,5047
15-19 years,"Orange County, CA",6059,1999,192076
15-19 years,"Orange County, CA",6059,2000,195100
15-19 years,"Orange County, CA",6059,2001,194195
15-19 years,"Orange County, CA",6059,2002,195124
15-19 years,"Orange County, CA",6059,2003,198158
15-19 years,"Orange County, CA",6059,2004,202029
15-19 years,"Orange County, CA",6059,2005,207473
15-19 years,"Orange County, CA",6059,2006,212783
15-19 years,"Orange County, CA",6059,2007,218311
15-19 years,"Orange County, CA",6059,2008,222899
15-19 years,"Orange County, CA",6059,2009,226982
15-19 years,"Orange County, CA",6059,2010,226126
15-19 years,"Orange County, CA",6059,2011,220977
15-19 years,"Orange County, CA",6059,2012,218548
15-19 years,"Orange County, CA",6059,2013,215592
15-19 years,"Orange County, CA",6059,2014,212188
15-19 years,"Orange County, CA",6059,2015,211223
15-19 years,"Orange County, CA",6059,2016,209676
15-19 years,"Placer County, CA",6061,1999,16592
15-19 years,"Placer County, CA",6061,2000,17584
15-19 years,"Placer County, CA",6061,2001,18340
15-19 years,"Placer County, CA",6061,2002,19125
15-19 years,"Placer County, CA",6061,2003,20061
15-19 years,"Placer County, CA",6061,2004,21051
15-19 years,"Placer County, CA",6061,2005,22074
15-19 years,"Placer County, CA",6061,2006,22756
15-19 years,"Placer County, CA",6061,2007,23371
15-19 years,"Placer County, CA",6061,2008,23949
15-19 years,"Placer County, CA",6061,2009,24163
15-19 years,"Placer County, CA",6061,2010,24268
15-19 years,"Placer County, CA",6061,2011,24373
15-19 years,"Placer County, CA",6061,2012,24356
15-19 years,"Placer County, CA",6061,2013,24234
15-19 years,"Placer County, CA",6061,2014,24204
15-19 years,"Placer County, CA",6061,2015,24086
15-19 years,"Placer County, CA",6061,2016,24216
15-19 years,"Plumas County, CA",6063,1999,1428
15-19 years,"Plumas County, CA",6063,2000,1444
15-19 years,"Plumas County, CA",6063,2001,1479
15-19 years,"Plumas County, CA",6063,2002,1525
15-19 years,"Plumas County, CA",6063,2003,1505
15-19 years,"Plumas County, CA",6063,2004,1540
15-19 years,"Plumas County, CA",6063,2005,1518
15-19 years,"Plumas County, CA",6063,2006,1501
15-19 years,"Plumas County, CA",6063,2007,1464
15-19 years,"Plumas County, CA",6063,2008,1405
15-19 years,"Plumas County, CA",6063,2009,1330
15-19 years,"Plumas County, CA",6063,2010,1264
15-19 years,"Plumas County, CA",6063,2011,1180
15-19 years,"Plumas County, CA",6063,2012,1098
15-19 years,"Plumas County, CA",6063,2013,1045
15-19 years,"Plumas County, CA",6063,2014,961
15-19 years,"Plumas County, CA",6063,2015,936
15-19 years,"Plumas County, CA",6063,2016,935
15-19 years,"Riverside County, CA",6065,1999,114785
15-19 years,"Riverside County, CA",6065,2000,120935
15-19 years,"Riverside County, CA",6065,2001,124807
15-19 years,"Riverside County, CA",6065,2002,130788
15-19 years,"Riverside County, CA",6065,2003,138499
15-19 years,"Riverside County, CA",6065,2004,148213
15-19 years,"Riverside County, CA",6065,2005,157528
15-19 years,"Riverside County, CA",6065,2006,167626
15-19 years,"Riverside County, CA",6065,2007,176513
15-19 years,"Riverside County, CA",6065,2008,181350
15-19 years,"Riverside County, CA",6065,2009,184742
15-19 years,"Riverside County, CA",6065,2010,186561
15-19 years,"Riverside County, CA",6065,2011,183634
15-19 years,"Riverside County, CA",6065,2012,181613
15-19 years,"Riverside County, CA",6065,2013,179979
15-19 years,"Riverside County, CA",6065,2014,178588
15-19 years,"Riverside County, CA",6065,2015,178326
15-19 years,"Riverside County, CA",6065,2016,178017
15-19 years,"Sacramento County, CA",6067,1999,85497
15-19 years,"Sacramento County, CA",6067,2000,88485
15-19 years,"Sacramento County, CA",6067,2001,89693
15-19 years,"Sacramento County, CA",6067,2002,91841
15-19 years,"Sacramento County, CA",6067,2003,94199
15-19 years,"Sacramento County, CA",6067,2004,96895
15-19 years,"Sacramento County, CA",6067,2005,99473
15-19 years,"Sacramento County, CA",6067,2006,101388
15-19 years,"Sacramento County, CA",6067,2007,103665
15-19 years,"Sacramento County, CA",6067,2008,105132
15-19 years,"Sacramento County, CA",6067,2009,105836
15-19 years,"Sacramento County, CA",6067,2010,104631
15-19 years,"Sacramento County, CA",6067,2011,100965
15-19 years,"Sacramento County, CA",6067,2012,98512
15-19 years,"Sacramento County, CA",6067,2013,96902
15-19 years,"Sacramento County, CA",6067,2014,95503
15-19 years,"Sacramento County, CA",6067,2015,94957
15-19 years,"Sacramento County, CA",6067,2016,94839
15-19 years,"San Benito County, CA",6069,1999,3981
15-19 years,"San Benito County, CA",6069,2000,4198
15-19 years,"San Benito County, CA",6069,2001,4279
15-19 years,"San Benito County, CA",6069,2002,4272
15-19 years,"San Benito County, CA",6069,2003,4352
15-19 years,"San Benito County, CA",6069,2004,4299
15-19 years,"San Benito County, CA",6069,2005,4415
15-19 years,"San Benito County, CA",6069,2006,4449
15-19 years,"San Benito County, CA",6069,2007,4584
15-19 years,"San Benito County, CA",6069,2008,4575
15-19 years,"San Benito County, CA",6069,2009,4612
15-19 years,"San Benito County, CA",6069,2010,4547
15-19 years,"San Benito County, CA",6069,2011,4589
15-19 years,"San Benito County, CA",6069,2012,4571
15-19 years,"San Benito County, CA",6069,2013,4536
15-19 years,"San Benito County, CA",6069,2014,4483
15-19 years,"San Benito County, CA",6069,2015,4447
15-19 years,"San Benito County, CA",6069,2016,4468
15-19 years,"San Bernardino County, CA",6071,1999,136860
15-19 years,"San Bernardino County, CA",6071,2000,141833
15-19 years,"San Bernardino County, CA",6071,2001,145799
15-19 years,"San Bernardino County, CA",6071,2002,148898
15-19 years,"San Bernardino County, CA",6071,2003,154613
15-19 years,"San Bernardino County, CA",6071,2004,161963
15-19 years,"San Bernardino County, CA",6071,2005,169503
15-19 years,"San Bernardino County, CA",6071,2006,175653
15-19 years,"San Bernardino County, CA",6071,2007,179748
15-19 years,"San Bernardino County, CA",6071,2008,180650
15-19 years,"San Bernardino County, CA",6071,2009,180588
15-19 years,"San Bernardino County, CA",6071,2010,178654
15-19 years,"San Bernardino County, CA",6071,2011,175149
15-19 years,"San Bernardino County, CA",6071,2012,171332
15-19 years,"San Bernardino County, CA",6071,2013,167490
15-19 years,"San Bernardino County, CA",6071,2014,163766
15-19 years,"San Bernardino County, CA",6071,2015,161651
15-19 years,"San Bernardino County, CA",6071,2016,160051
15-19 years,"San Diego County, CA",6073,1999,196905
15-19 years,"San Diego County, CA",6073,2000,201035
15-19 years,"San Diego County, CA",6073,2001,200829
15-19 years,"San Diego County, CA",6073,2002,203664
15-19 years,"San Diego County, CA",6073,2003,206464
15-19 years,"San Diego County, CA",6073,2004,209575
15-19 years,"San Diego County, CA",6073,2005,214839
15-19 years,"San Diego County, CA",6073,2006,218698
15-19 years,"San Diego County, CA",6073,2007,221673
15-19 years,"San Diego County, CA",6073,2008,224909
15-19 years,"San Diego County, CA",6073,2009,225903
15-19 years,"San Diego County, CA",6073,2010,224368
15-19 years,"San Diego County, CA",6073,2011,219594
15-19 years,"San Diego County, CA",6073,2012,217393
15-19 years,"San Diego County, CA",6073,2013,214481
15-19 years,"San Diego County, CA",6073,2014,212252
15-19 years,"San Diego County, CA",6073,2015,211426
15-19 years,"San Diego County, CA",6073,2016,209807
15-19 years,"San Francisco County, CA",6075,1999,33503
15-19 years,"San Francisco County, CA",6075,2000,33456
15-19 years,"San Francisco County, CA",6075,2001,32481
15-19 years,"San Francisco County, CA",6075,2002,32199
15-19 years,"San Francisco County, CA",6075,2003,32312
15-19 years,"San Francisco County, CA",6075,2004,32677
15-19 years,"San Francisco County, CA",6075,2005,33301
15-19 years,"San Francisco County, CA",6075,2006,33667
15-19 years,"San Francisco County, CA",6075,2007,34220
15-19 years,"San Francisco County, CA",6075,2008,34610
15-19 years,"San Francisco County, CA",6075,2009,34809
15-19 years,"San Francisco County, CA",6075,2010,33998
15-19 years,"San Francisco County, CA",6075,2011,32163
15-19 years,"San Francisco County, CA",6075,2012,31384
15-19 years,"San Francisco County, CA",6075,2013,30781
15-19 years,"San Francisco County, CA",6075,2014,30604
15-19 years,"San Francisco County, CA",6075,2015,30376
15-19 years,"San Francisco County, CA",6075,2016,30600
15-19 years,"San Joaquin County, CA",6077,1999,46309
15-19 years,"San Joaquin County, CA",6077,2000,48271
15-19 years,"San Joaquin County, CA",6077,2001,49426
15-19 years,"San Joaquin County, CA",6077,2002,50656
15-19 years,"San Joaquin County, CA",6077,2003,52260
15-19 years,"San Joaquin County, CA",6077,2004,53713
15-19 years,"San Joaquin County, CA",6077,2005,55426
15-19 years,"San Joaquin County, CA",6077,2006,56762
15-19 years,"San Joaquin County, CA",6077,2007,57641
15-19 years,"San Joaquin County, CA",6077,2008,58036
15-19 years,"San Joaquin County, CA",6077,2009,58370
15-19 years,"San Joaquin County, CA",6077,2010,58016
15-19 years,"San Joaquin County, CA",6077,2011,56797
15-19 years,"San Joaquin County, CA",6077,2012,55880
15-19 years,"San Joaquin County, CA",6077,2013,55038
15-19 years,"San Joaquin County, CA",6077,2014,54573
15-19 years,"San Joaquin County, CA",6077,2015,54791
15-19 years,"San Joaquin County, CA",6077,2016,55159
15-19 years,"San Luis Obispo County, CA",6079,1999,20290
15-19 years,"San Luis Obispo County, CA",6079,2000,21081
15-19 years,"San Luis Obispo County, CA",6079,2001,22567
15-19 years,"San Luis Obispo County, CA",6079,2002,22796
15-19 years,"San Luis Obispo County, CA",6079,2003,22634
15-19 years,"San Luis Obispo County, CA",6079,2004,22840
15-19 years,"San Luis Obispo County, CA",6079,2005,22883
15-19 years,"San Luis Obispo County, CA",6079,2006,22896
15-19 years,"San Luis Obispo County, CA",6079,2007,22840
15-19 years,"San Luis Obispo County, CA",6079,2008,22643
15-19 years,"San Luis Obispo County, CA",6079,2009,22211
15-19 years,"San Luis Obispo County, CA",6079,2010,21936
15-19 years,"San Luis Obispo County, CA",6079,2011,22076
15-19 years,"San Luis Obispo County, CA",6079,2012,22228
15-19 years,"San Luis Obispo County, CA",6079,2013,21826
15-19 years,"San Luis Obispo County, CA",6079,2014,21875
15-19 years,"San Luis Obispo County, CA",6079,2015,21602
15-19 years,"San Luis Obispo County, CA",6079,2016,21597
15-19 years,"San Mateo County, CA",6081,1999,40421
15-19 years,"San Mateo County, CA",6081,2000,40792
15-19 years,"San Mateo County, CA",6081,2001,40551
15-19 years,"San Mateo County, CA",6081,2002,40292
15-19 years,"San Mateo County, CA",6081,2003,39796
15-19 years,"San Mateo County, CA",6081,2004,40042
15-19 years,"San Mateo County, CA",6081,2005,40674
15-19 years,"San Mateo County, CA",6081,2006,41189
15-19 years,"San Mateo County, CA",6081,2007,41497
15-19 years,"San Mateo County, CA",6081,2008,41877
15-19 years,"San Mateo County, CA",6081,2009,41625
15-19 years,"San Mateo County, CA",6081,2010,41297
15-19 years,"San Mateo County, CA",6081,2011,41235
15-19 years,"San Mateo County, CA",6081,2012,41089
15-19 years,"San Mateo County, CA",6081,2013,40882
15-19 years,"San Mateo County, CA",6081,2014,40575
15-19 years,"San Mateo County, CA",6081,2015,40698
15-19 years,"San Mateo County, CA",6081,2016,40795
15-19 years,"Santa Barbara County, CA",6083,1999,31529
15-19 years,"Santa Barbara County, CA",6083,2000,32235
15-19 years,"Santa Barbara County, CA",6083,2001,35081
15-19 years,"Santa Barbara County, CA",6083,2002,36010
15-19 years,"Santa Barbara County, CA",6083,2003,36198
15-19 years,"Santa Barbara County, CA",6083,2004,36482
15-19 years,"Santa Barbara County, CA",6083,2005,37079
15-19 years,"Santa Barbara County, CA",6083,2006,37305
15-19 years,"Santa Barbara County, CA",6083,2007,37789
15-19 years,"Santa Barbara County, CA",6083,2008,38351
15-19 years,"Santa Barbara County, CA",6083,2009,38418
15-19 years,"Santa Barbara County, CA",6083,2010,37870
15-19 years,"Santa Barbara County, CA",6083,2011,37204
15-19 years,"Santa Barbara County, CA",6083,2012,36739
15-19 years,"Santa Barbara County, CA",6083,2013,36532
15-19 years,"Santa Barbara County, CA",6083,2014,36357
15-19 years,"Santa Barbara County, CA",6083,2015,36239
15-19 years,"Santa Barbara County, CA",6083,2016,36268
15-19 years,"Santa Clara County, CA",6085,1999,107157
15-19 years,"Santa Clara County, CA",6085,2000,108045
15-19 years,"Santa Clara County, CA",6085,2001,107344
15-19 years,"Santa Clara County, CA",6085,2002,105867
15-19 years,"Santa Clara County, CA",6085,2003,105380
15-19 years,"Santa Clara County, CA",6085,2004,106041
15-19 years,"Santa Clara County, CA",6085,2005,108038
15-19 years,"Santa Clara County, CA",6085,2006,110363
15-19 years,"Santa Clara County, CA",6085,2007,112326
15-19 years,"Santa Clara County, CA",6085,2008,113927
15-19 years,"Santa Clara County, CA",6085,2009,114648
15-19 years,"Santa Clara County, CA",6085,2010,114362
15-19 years,"Santa Clara County, CA",6085,2011,113817
15-19 years,"Santa Clara County, CA",6085,2012,113743
15-19 years,"Santa Clara County, CA",6085,2013,113400
15-19 years,"Santa Clara County, CA",6085,2014,113190
15-19 years,"Santa Clara County, CA",6085,2015,113534
15-19 years,"Santa Clara County, CA",6085,2016,114323
15-19 years,"Santa Cruz County, CA",6087,1999,19614
15-19 years,"Santa Cruz County, CA",6087,2000,20065
15-19 years,"Santa Cruz County, CA",6087,2001,21400
15-19 years,"Santa Cruz County, CA",6087,2002,21889
15-19 years,"Santa Cruz County, CA",6087,2003,22041
15-19 years,"Santa Cruz County, CA",6087,2004,22146
15-19 years,"Santa Cruz County, CA",6087,2005,21880
15-19 years,"Santa Cruz County, CA",6087,2006,22021
15-19 years,"Santa Cruz County, CA",6087,2007,22217
15-19 years,"Santa Cruz County, CA",6087,2008,22197
15-19 years,"Santa Cruz County, CA",6087,2009,22090
15-19 years,"Santa Cruz County, CA",6087,2010,22239
